Reserve Number,Charter ID,Charter Date,Status,Total Billed,Charges (itemized),Total Paid,Payments (itemized),Balance Owing
007950,6885,2013-05-22,closed,192.50,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $8.75,192.50,2025-07-24: $192.50 (bank_transfer),0.00
007951,6886,2013-05-24,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
007952,6887,2013-05-21,closed,0.00,,0.00,,0.00
007953,6888,2013-05-22,closed,0.00,,0.00,,0.00
007954,6889,2013-05-23,closed,110.00,2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $5.00; 2026-03-03 17:28:56.010309: $5.00,110.00,2025-07-24: $110.00 (bank_transfer),0.00
007955,6890,2013-05-23,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007956,6891,2013-06-27,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007957,6892,2013-05-23,closed,0.00,,0.00,,0.00
007958,6893,2013-05-23,closed,1387.54,2026-03-03 17:28:56.010309: $1240.00; 2026-03-03 17:28:56.010309: $62.00; 2026-03-03 17:28:56.010309: $23.54; 2026-03-03 17:28:56.010309: $62.00,1387.54,2025-07-24: $237.54 (bank_transfer); 2025-07-24: $400.00 (bank_transfer); 2025-07-24: $750.00 (bank_transfer),0.00
007959,6894,2013-05-26,closed,472.50,2026-03-03 17:28:56.010309: $525.00; 2026-03-03 17:28:56.010309: $26.25; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $26.25; 2026-03-03 17:28:56.010309: $-150.00,472.50,2025-07-24: $472.50 (bank_transfer),0.00
007960,6895,2013-05-25,closed,488.70,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $26.70; 2026-03-03 17:28:56.010309: $33.00; 2026-03-03 17:28:56.010309: $19.50,488.70,2025-07-24: $195.00 (bank_transfer); 2025-07-24: $293.70 (bank_transfer),0.00
007961,6896,2013-05-25,closed,597.50,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $58.50; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $110.00; 2026-03-03 17:28:56.010309: $19.50,597.50,2025-07-24: $597.50 (bank_transfer),0.00
007962,6897,2013-05-25,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
007963,6898,2013-05-25,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007964,6899,2013-05-25,closed,550.00,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $25.00,550.00,2025-07-24: $550.00 (bank_transfer),0.00
007965,6900,2013-06-03,closed,137.50,2026-03-03 17:28:56.010309: $125.00; 2026-03-03 17:28:56.010309: $6.25; 2026-03-03 17:28:56.010309: $6.25,137.50,2025-07-24: $137.50 (bank_transfer),0.00
007966,6901,2013-06-03,closed,137.50,2026-03-03 17:28:56.010309: $125.00; 2026-03-03 17:28:56.010309: $6.25; 2026-03-03 17:28:56.010309: $6.25,137.50,2025-07-24: $137.50 (bank_transfer),0.00
007967,6902,2013-06-27,closed,420.00,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $17.50,420.00,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $245.00 (bank_transfer),0.00
007968,6903,2013-08-03,closed,1089.94,2026-03-03 17:28:56.010309: $780.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $144.75; 2026-03-03 17:28:56.010309: $78.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $48.19,1089.94,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $884.94 (bank_transfer),0.00
007969,6904,2013-06-09,closed,273.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $42.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,273.00,2025-07-24: $273.00 (bank_transfer),0.00
007970,6905,2013-06-20,closed,1200.00,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $152.62; 2026-03-03 17:28:56.010309: $49.88,1200.00,2025-07-24: $1200.00 (bank_transfer),0.00
007971,6906,2013-06-26,closed,1147.38,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $47.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $49.88,1147.38,2025-07-24: $1147.38 (bank_transfer),0.00
007972,6907,2013-05-25,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007973,6908,2013-05-25,closed,123.74,2026-03-03 17:28:56.010309: $112.50; 2026-03-03 17:28:56.010309: $5.62; 2026-03-03 17:28:56.010309: $5.62,123.74,2025-07-24: $123.74 (bank_transfer),0.00
007974,6909,2013-06-12,closed,687.50,2026-03-03 17:28:56.010309: $550.00; 2026-03-03 17:28:56.010309: $82.50; 2026-03-03 17:28:56.010309: $27.50; 2026-03-03 17:28:56.010309: $27.50,687.50,2025-07-24: $687.50 (bank_transfer),0.00
007975,6910,2013-05-30,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
007976,6911,2013-06-15,closed,121.00,2026-03-03 17:28:56.010309: $110.00; 2026-03-03 17:28:56.010309: $5.50; 2026-03-03 17:28:56.010309: $5.50,121.00,2025-07-24: $121.00 (bank_transfer),0.00
007977,6912,2013-05-31,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
007978,6913,2013-05-31,closed,547.73,2026-03-03 17:28:56.010309: $400.00; 2026-03-03 17:28:56.010309: $20.00; 2026-03-03 17:28:56.010309: $107.73; 2026-03-03 17:28:56.010309: $20.00,547.73,2025-07-24: $547.73 (bank_transfer),0.00
007979,6914,2013-06-01,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007980,6915,2013-05-31,closed,2325.31,2026-03-03 17:28:56.010309: $1650.00; 2026-03-03 17:28:56.010309: $247.50; 2026-03-03 17:28:56.010309: $82.50; 2026-03-03 17:28:56.010309: $262.81; 2026-03-03 17:28:56.010309: $82.50,2325.31,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $1825.31 (bank_transfer),0.00
007981,6916,2013-05-31,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007982,6917,2013-10-18,closed,214.50,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $9.75,214.50,2025-07-24: $120.00 (bank_transfer); 2025-07-24: $94.50 (bank_transfer),0.00
007983,6918,2013-06-02,closed,381.15,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $153.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $18.15,381.15,2025-07-24: $381.15 (bank_transfer),0.00
007984,6919,2013-05-31,closed,0.00,,0.00,,0.00
007985,6920,2013-05-31,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $11.36,250.00,2025-07-24: $250.00 (bank_transfer),0.00
007986,6921,2013-06-01,closed,633.28,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $109.13; 2026-03-03 17:28:56.010309: $95.15; 2026-03-03 17:28:56.010309: $19.50,633.28,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $428.28 (bank_transfer),0.00
007987,6922,2013-06-02,closed,214.50,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $9.75,214.50,2025-07-24: $214.50 (bank_transfer),0.00
007988,6923,2013-06-03,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
007989,6924,2013-06-01,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007990,6925,2013-06-02,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007991,6926,2013-06-01,closed,375.00,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $15.00,375.00,2025-07-24: $375.00 (bank_transfer),0.00
007992,6927,2013-06-02,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007993,6928,2013-06-02,closed,375.00,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $15.00,375.00,2025-07-24: $375.00 (bank_transfer),0.00
007994,6929,2013-06-02,closed,123.74,2026-03-03 17:28:56.010309: $112.50; 2026-03-03 17:28:56.010309: $5.62; 2026-03-03 17:28:56.010309: $5.62,123.74,2025-07-24: $123.74 (bank_transfer),0.00
007995,6930,2013-06-16,closed,245.00,2026-03-03 17:28:56.010309: $233.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.35; 2026-03-03 17:28:56.010309: $11.65,245.00,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $40.00 (bank_transfer),0.00
007996,6931,2013-06-16,closed,205.00,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.25; 2026-03-03 17:28:56.010309: $9.75,205.00,2025-07-24: $205.00 (bank_transfer),0.00
007997,6932,2013-06-22,closed,721.38,2026-03-03 17:28:56.010309: $625.00; 2026-03-03 17:28:56.010309: $31.25; 2026-03-03 17:28:56.010309: $30.78; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $34.35,721.38,2025-07-24: $400.00 (bank_transfer); 2025-07-24: $34.13 (bank_transfer); 2025-07-24: $287.25 (bank_transfer),0.00
007998,6933,2013-06-07,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
007999,6934,2013-06-28,closed,328.78,2026-03-03 17:28:56.010309: $262.50; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $39.38; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $13.78,328.78,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $153.78 (bank_transfer),0.00
008000,6935,2013-06-28,closed,328.78,2026-03-03 17:28:56.010309: $262.50; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $39.38; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $13.78,328.78,2025-07-24: $328.78 (bank_transfer),0.00
008001,6936,2013-07-27,closed,1493.16,2026-03-03 17:28:56.010309: $850.00; 2026-03-03 17:28:56.010309: $42.50; 2026-03-03 17:28:56.010309: $230.99; 2026-03-03 17:28:56.010309: $127.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $56.17; 2026-03-03 17:28:56.010309: $186.00,1493.16,2025-07-24: $350.00 (bank_transfer); 2025-07-24: $1143.16 (bank_transfer),0.00
008002,6937,2013-06-28,closed,776.65,2026-03-03 17:28:56.010309: $660.00; 2026-03-03 17:28:56.010309: $33.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $49.00; 2026-03-03 17:28:56.010309: $34.65,776.65,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $1.65 (bank_transfer); 2025-07-24: $-50.00 (bank_transfer); 2025-07-24: $650.00 (bank_transfer),0.00
008003,6938,2013-06-08,closed,333.13,2026-03-03 17:28:56.010309: $262.50; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $14.39; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $13.12,333.13,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $158.13 (bank_transfer),0.00
008004,6948,2013-06-08,closed,589.50,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $52.50; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $152.00; 2026-03-03 17:28:56.010309: $17.50,589.50,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $414.50 (bank_transfer),0.00
008005,6949,2013-08-24,closed,2379.30,2026-03-03 17:28:56.010309: $1680.00; 2026-03-03 17:28:56.010309: $84.00; 2026-03-03 17:28:56.010309: $262.00; 2026-03-03 17:28:56.010309: $252.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $101.30,2379.30,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $1879.30 (bank_transfer),0.00
008006,6950,2013-06-07,closed,708.75,2026-03-03 17:28:56.010309: $495.00; 2026-03-03 17:28:56.010309: $74.25; 2026-03-03 17:28:56.010309: $24.75; 2026-03-03 17:28:56.010309: $90.00; 2026-03-03 17:28:56.010309: $24.75,708.75,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $533.75 (bank_transfer),0.00
008007,6951,2013-06-15,closed,581.50,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $58.50; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $94.00; 2026-03-03 17:28:56.010309: $19.50,581.50,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $237.50 (bank_transfer); 2025-07-24: $94.00 (bank_transfer),0.00
008008,6952,2013-06-09,closed,1250.00,2026-03-03 17:28:56.010309: $976.00; 2026-03-03 17:28:56.010309: $146.40; 2026-03-03 17:28:56.010309: $48.80; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $48.80,1250.00,2025-07-24: $1250.00 (bank_transfer),0.00
008009,6953,2013-06-09,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
008012,6956,2013-06-04,closed,0.00,,0.00,,0.00
008013,6957,2013-06-04,closed,385.00,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $17.50,385.00,2025-07-24: $385.00 (bank_transfer),0.00
008014,6958,2013-06-05,closed,100.01,2026-03-03 17:28:56.010309: $90.91; 2026-03-03 17:28:56.010309: $4.55; 2026-03-03 17:28:56.010309: $4.55,100.01,2025-07-24: $100.01 (bank_transfer),0.00
008015,6959,2013-06-05,closed,115.50,2026-03-03 17:28:56.010309: $105.00; 2026-03-03 17:28:56.010309: $5.25; 2026-03-03 17:28:56.010309: $5.25,115.50,2025-07-24: $115.50 (bank_transfer),0.00
008016,6960,2013-06-05,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $231.00 (bank_transfer),0.00
008017,6961,2013-06-08,closed,375.00,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $0.00,375.00,2025-07-24: $330.00 (bank_transfer); 2025-07-24: $45.00 (bank_transfer),0.00
008018,6962,2013-06-08,closed,300.00,2026-03-03 17:28:56.010309: $240.00; 2026-03-03 17:28:56.010309: $36.00; 2026-03-03 17:28:56.010309: $12.00; 2026-03-03 17:28:56.010309: $12.00,300.00,2025-07-24: $264.00 (bank_transfer); 2025-07-24: $36.00 (bank_transfer),0.00
008019,6963,2013-06-06,closed,363.00,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $33.00; 2026-03-03 17:28:56.010309: $15.00,363.00,2025-07-24: $363.00 (bank_transfer),0.00
008020,6964,2013-06-07,closed,320.81,2026-03-03 17:28:56.010309: $239.85; 2026-03-03 17:28:56.010309: $23.98; 2026-03-03 17:28:56.010309: $11.99; 2026-03-03 17:28:56.010309: $33.00; 2026-03-03 17:28:56.010309: $11.99,320.81,2025-07-24: $320.81 (bank_transfer),0.00
008021,6965,2013-06-08,closed,437.50,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $52.50; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $17.50,437.50,2013-06-11: $437.50 (unknown),0.00
008022,6966,2013-06-27,closed,610.59,2026-03-03 17:28:56.010309: $487.50; 2026-03-03 17:28:56.010309: $24.38; 2026-03-03 17:28:56.010309: $73.12; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $25.59,610.59,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $405.59 (bank_transfer),0.00
008023,6967,2013-07-12,closed,1890.00,2026-03-03 17:28:56.010309: $1800.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $90.00,1890.00,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $1390.00 (bank_transfer),0.00
008024,6968,2013-06-17,closed,262.50,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $31.50; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,262.50,2013-06-19: $262.50 (unknown),0.00
008025,6969,2013-06-18,closed,262.50,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $31.50; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,262.50,2025-07-24: $262.50 (bank_transfer),0.00
008026,6970,2013-07-17,closed,970.00,2026-03-03 17:28:56.010309: $696.01; 2026-03-03 17:28:56.010309: $34.80; 2026-03-03 17:28:56.010309: $193.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $46.19,970.00,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $770.00 (bank_transfer),0.00
008027,6971,2013-06-06,closed,0.00,,0.00,,0.00
008028,6972,2013-06-06,closed,0.00,,0.00,,0.00
008029,6973,2013-06-07,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
008030,6974,2013-06-11,closed,115.50,2026-03-03 17:28:56.010309: $105.00; 2026-03-03 17:28:56.010309: $5.25; 2026-03-03 17:28:56.010309: $5.25,115.50,2025-07-24: $115.50 (bank_transfer),0.00
008031,6975,2013-06-07,closed,24.38,2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $0.94; 2026-03-03 17:28:56.010309: $0.94,24.38,2025-07-24: $24.38 (bank_transfer),0.00
008032,6976,2013-06-07,closed,48.76,2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $7.50; 2026-03-03 17:28:56.010309: $1.88; 2026-03-03 17:28:56.010309: $1.88,48.76,2025-07-24: $48.76 (bank_transfer),0.00
008033,6977,2013-06-07,closed,48.76,2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $7.50; 2026-03-03 17:28:56.010309: $1.88; 2026-03-03 17:28:56.010309: $1.88,48.76,2025-07-24: $48.76 (bank_transfer),0.00
008034,6978,2013-06-07,closed,121.88,2026-03-03 17:28:56.010309: $93.75; 2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $4.69; 2026-03-03 17:28:56.010309: $4.69,121.88,2025-07-24: $121.88 (bank_transfer),0.00
008035,6979,2013-06-08,closed,385.00,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $65.50; 2026-03-03 17:28:56.010309: $14.75,385.00,2025-07-24: $385.00 (bank_transfer),0.00
008036,6980,2013-06-07,closed,440.00,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $55.00; 2026-03-03 17:28:56.010309: $17.50,440.00,2025-07-24: $15.00 (bank_transfer); 2025-07-24: $192.50 (bank_transfer); 2025-07-24: $232.50 (bank_transfer),0.00
008037,6981,2013-06-07,closed,522.50,2026-03-03 17:28:56.010309: $375.00; 2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $110.00; 2026-03-03 17:28:56.010309: $18.75,522.50,2025-07-24: $522.50 (bank_transfer),0.00
008038,6982,2013-06-08,closed,308.80,2026-03-03 17:28:56.010309: $263.00; 2026-03-03 17:28:56.010309: $13.15; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $13.15,308.80,2025-07-24: $308.80 (bank_transfer),0.00
008039,6983,2013-06-08,closed,565.00,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $97.00; 2026-03-03 17:28:56.010309: $19.50,565.00,2025-07-24: $565.00 (bank_transfer),0.00
008040,6984,2013-06-10,closed,600.60,2026-03-03 17:28:56.010309: $450.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $22.50; 2026-03-03 17:28:56.010309: $28.60; 2026-03-03 17:28:56.010309: $32.00; 2026-03-03 17:28:56.010309: $22.50,600.60,2025-07-24: $157.30 (bank_transfer); 2025-07-24: $143.00 (bank_transfer); 2025-07-24: $143.00 (bank_transfer); 2025-07-24: $157.30 (bank_transfer),0.00
008041,6985,2013-06-08,closed,195.00,2026-03-03 17:28:56.010309: $150.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $7.50; 2026-03-03 17:28:56.010309: $7.50,195.00,2025-07-24: $195.00 (bank_transfer),0.00
008042,6986,2013-06-27,closed,1011.60,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $104.50; 2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $44.60,1011.60,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $511.60 (bank_transfer),0.00
008043,6987,2013-06-15,closed,500.00,2026-03-03 17:28:56.010309: $297.60; 2026-03-03 17:28:56.010309: $14.88; 2026-03-03 17:28:56.010309: $29.76; 2026-03-03 17:28:56.010309: $42.00; 2026-03-03 17:28:56.010309: $0.14; 2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $15.62,500.00,2025-07-24: $500.00 (bank_transfer),0.00
008044,6988,2013-06-13,closed,720.00,2026-03-03 17:28:56.010309: $700.00; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $-50.00,720.00,2025-07-24: $770.00 (bank_transfer); 2025-07-24: $-50.00 (bank_transfer),0.00
008045,6989,2013-08-03,closed,1328.89,2026-03-03 17:28:56.010309: $975.00; 2026-03-03 17:28:56.010309: $48.75; 2026-03-03 17:28:56.010309: $149.00; 2026-03-03 17:28:56.010309: $97.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $58.64,1328.89,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $828.89 (bank_transfer),0.00
008046,6990,2013-06-10,closed,24.38,2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $0.94; 2026-03-03 17:28:56.010309: $0.94,24.38,2025-07-24: $24.38 (bank_transfer),0.00
008047,6991,2013-07-25,closed,192.94,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $9.19,192.94,2025-07-24: $192.50 (bank_transfer); 2025-07-24: $0.44 (bank_transfer),0.00
008048,6992,2013-06-10,closed,0.00,,0.00,,0.00
008049,6993,2013-06-16,closed,506.25,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $42.50; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $21.25,506.25,2025-07-24: $175.00 (bank_transfer); 2025-07-24: $331.25 (bank_transfer),0.00
008050,6994,2013-07-27,closed,500.00,2026-03-03 17:28:56.010309: $400.00; 2026-03-03 17:28:56.010309: $20.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $59.00; 2026-03-03 17:28:56.010309: $21.00; 2026-03-03 17:28:56.010309: $0.00,500.00,2025-07-24: $500.00 (bank_transfer),0.00
