strict_order,batch_id,processing_priority,classification_bucket,gl_target_hint,receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,recommended_step,receipt_source
1,P1-2012-01-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217018,2012-01-01,CANADIAN TIRE,8.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
675,P2-2016-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,156191,2016-07-27,PETRO-CANADA,90.78,cash,,False,,batch post as fuel cash expenses; verify GST coding,
676,P3-2012-01-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,216950,2012-01-05,CANADIAN TIRE,7.54,cash,,False,,post to vehicle maintenance cash expenses,
677,P3-2012-01-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,216952,2012-01-10,CANADIAN TIRE,78.27,cash,,False,,post to vehicle maintenance cash expenses,
678,P3-2012-01-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,215483,2012-01-24,PARRS AUTOMOTIVE,500.00,cash,,False,,post to vehicle maintenance cash expenses,manual_2012_backfill
679,P3-2012-03-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,217202,2012-03-31,CARRIAGE AUTO UPHOLSTERY,157.50,cash,,False,,post to vehicle maintenance cash expenses,
680,P3-2012-05-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,214964,2012-05-14,CARRIAGE AUTO UPHOLSTERY,12.86,cash,,False,,post to vehicle maintenance cash expenses,
681,P3-2012-06-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,217017,2012-06-19,CANADIAN TIRE,4.19,cash,,False,,post to vehicle maintenance cash expenses,
682,P3-2012-07-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,216936,2012-07-14,CANADIAN TIRE,29.25,cash,,False,,post to vehicle maintenance cash expenses,
683,P3-2012-07-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,216938,2012-07-21,CANADIAN TIRE,25.18,cash,,False,,post to vehicle maintenance cash expenses,
684,P3-2012-08-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,215488,2012-08-10,PARRS AUTOMOTIVE,700.00,cash,,False,,post to vehicle maintenance cash expenses,manual_2012_backfill
685,P3-2012-08-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,216979,2012-08-25,CANADIAN TIRE,17.30,cash,,False,,post to vehicle maintenance cash expenses,
686,P3-2012-08-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,216980,2012-08-25,CANADIAN TIRE,2.49,cash,,False,,post to vehicle maintenance cash expenses,
687,P3-2012-09-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,216974,2012-09-17,CANADIAN TIRE,18.06,cash,,False,,post to vehicle maintenance cash expenses,
688,P3-2012-09-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,216973,2012-09-27,CANADIAN TIRE,11.09,cash,,False,,post to vehicle maintenance cash expenses,
689,P3-2012-10-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,217011,2012-10-04,CANADIAN TIRE,10.49,cash,,False,,post to vehicle maintenance cash expenses,
690,P3-2012-10-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,217014,2012-10-04,CANADIAN TIRE,9.84,cash,,False,,post to vehicle maintenance cash expenses,
691,P3-2012-10-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,217012,2012-10-05,CANADIAN TIRE,86.97,cash,,False,,post to vehicle maintenance cash expenses,
692,P3-2012-10-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,217013,2012-10-07,CANADIAN TIRE,5.24,cash,,False,,post to vehicle maintenance cash expenses,
693,P3-2012-10-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,215490,2012-10-15,FIBRENEW REPAIRS,105.00,cash,,False,,post to vehicle maintenance cash expenses,
694,P3-2012-12-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,215484,2012-12-03,PARRS AUTOMOTIVE,502.07,cash,,False,,post to vehicle maintenance cash expenses,manual_2012_backfill
695,P3-2012-12-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,215485,2012-12-10,PARRS AUTOMOTIVE,355.32,cash,,False,,post to vehicle maintenance cash expenses,manual_2012_backfill
696,P3-2012-12-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,215486,2012-12-10,PARRS AUTOMOTIVE,593.62,cash,,False,,post to vehicle maintenance cash expenses,manual_2012_backfill
697,P3-2012-12-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,215487,2012-12-10,PARRS AUTOMOTIVE,53.06,cash,,False,,post to vehicle maintenance cash expenses,manual_2012_backfill
698,P3-2012-12-vehicle_maintenance_cash_likely,3,vehicle_maintenance_cash_likely,expense_vehicle_maintenance_cash_queue,217234,2012-12-20,CHOICE AUTO ELECTRIC LTD.,100.00,cash,,False,,post to vehicle maintenance cash expenses,
699,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215329,2012-01-01,LIQUOR BARN,6.68,cash,,False,,review policy/tax treatment before posting,
700,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215672,2012-01-01,UPTOWN LIQUOR STORE,10.39,cash,,False,,review policy/tax treatment before posting,
701,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215691,2012-01-04,GLOBAL LIQUOR STORE,45.88,cash,,False,,review policy/tax treatment before posting,
702,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215690,2012-01-06,GLOBAL LIQUOR STORE,26.64,cash,,False,,review policy/tax treatment before posting,
703,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215682,2012-01-07,LIQUOR DEPOT,51.92,cash,,False,,review policy/tax treatment before posting,
704,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215683,2012-01-07,LIQUOR DEPOT,85.88,cash,,False,,review policy/tax treatment before posting,
705,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215689,2012-01-09,4TH STREET LIQUOR,61.15,cash,,False,,review policy/tax treatment before posting,
706,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217027,2012-01-12,COOP LIQUOR,19.93,cash,,False,,review policy/tax treatment before posting,
707,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215635,2012-01-13,GLOBAL LIQUOR STORE,102.97,cash,,False,,review policy/tax treatment before posting,
708,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215638,2012-01-14,GLOBAL LIQUOR STORE,69.28,cash,,False,,review policy/tax treatment before posting,
709,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215639,2012-01-14,GLOBAL LIQUOR STORE,76.15,cash,,False,,review policy/tax treatment before posting,
710,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215640,2012-01-14,GLOBAL LIQUOR STORE,116.75,cash,,False,,review policy/tax treatment before posting,
711,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215681,2012-01-14,LIQUOR DEPOT,26.34,cash,,False,,review policy/tax treatment before posting,
712,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215715,2012-01-21,CAPRI LIQUOR STORE,16.99,cash,,False,,review policy/tax treatment before posting,
713,P4-2012-01-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215716,2012-01-21,CAPRI LIQUOR STORE,11.49,cash,,False,,review policy/tax treatment before posting,
714,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215655,2012-02-03,PLAZA LIQUOR TOWN,10.37,cash,,False,,review policy/tax treatment before posting,
715,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215644,2012-02-04,CAPRI LIQUOR STORE,9.74,cash,,False,,review policy/tax treatment before posting,
716,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215642,2012-02-04,COLD ONES LIQUOR,55.85,cash,,False,,review policy/tax treatment before posting,
717,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215628,2012-02-10,LIQUOR BARN,8.49,cash,,False,,review policy/tax treatment before posting,manual_2012_backfill
718,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217422,2012-02-12,NORTHWOOD LIQUOR STORE,22.50,cash,,False,,review policy/tax treatment before posting,
719,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215605,2012-02-14,LIQUOR BARN,115.00,cash,,False,,review policy/tax treatment before posting,
720,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215704,2012-02-14,RIMBEY LIQUOR STORE,5.50,cash,,False,,review policy/tax treatment before posting,
721,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215703,2012-02-17,LACOMBE LIQUOR STORE,35.18,cash,,False,,review policy/tax treatment before posting,
722,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217423,2012-02-17,LACOMBE LIQUOR STORE,154.52,cash,,False,,review policy/tax treatment before posting,
723,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215634,2012-02-18,GLOBAL LIQUOR STORE,325.71,cash,,False,,review policy/tax treatment before posting,
724,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215652,2012-02-19,CAPRI LIQUOR STORE,25.09,cash,,False,,review policy/tax treatment before posting,
725,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215637,2012-02-19,GLOBAL LIQUOR STORE,24.27,cash,,False,,review policy/tax treatment before posting,
726,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215648,2012-02-21,CAPRI LIQUOR STORE,249.47,cash,,False,,review policy/tax treatment before posting,
727,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215636,2012-02-21,GLOBAL LIQUOR STORE,148.98,cash,,False,,review policy/tax treatment before posting,
728,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,214044,2012-02-21,LIQUOR CROSSING,7.50,cash,,False,,review policy/tax treatment before posting,
729,P4-2012-02-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215649,2012-02-25,CAPRI LIQUOR STORE,32.96,cash,,False,,review policy/tax treatment before posting,
730,P4-2012-03-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215630,2012-03-03,LIQUOR BARN,108.78,cash,,False,,review policy/tax treatment before posting,manual_2012_backfill
731,P4-2012-03-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215631,2012-03-04,LIQUOR BARN,19.97,cash,,False,,review policy/tax treatment before posting,manual_2012_backfill
732,P4-2012-03-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215680,2012-03-21,LIQUOR DEPOT,37.08,cash,,False,,review policy/tax treatment before posting,
733,P4-2012-03-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215692,2012-03-24,GLOBAL LIQUOR STORE,40.98,cash,,False,,review policy/tax treatment before posting,
734,P4-2012-03-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215693,2012-03-24,GLOBAL LIQUOR STORE,39.98,cash,,False,,review policy/tax treatment before posting,
735,P4-2012-03-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215710,2012-03-24,LACOMBE LIQUOR STORE,50.75,cash,,False,,review policy/tax treatment before posting,
736,P4-2012-03-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215629,2012-03-31,LIQUOR BARN,223.05,cash,,False,,review policy/tax treatment before posting,manual_2012_backfill
737,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215731,2012-04-13,COOP LIQUOR,46.55,cash,,False,,review policy/tax treatment before posting,
738,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,173608,2012-04-13,LIQUOR DEPOT,33.12,cash,,False,,review policy/tax treatment before posting,
739,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,173570,2012-04-14,LIQUOR BARN,40.43,cash,,False,,review policy/tax treatment before posting,
740,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215495,2012-04-20,LIQUOR BARN,31.94,cash,,False,,review policy/tax treatment before posting,
741,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215730,2012-04-23,COOP LIQUOR,33.04,cash,,False,,review policy/tax treatment before posting,
742,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,173568,2012-04-25,LIQUOR DEPOT,68.25,cash,,False,,review policy/tax treatment before posting,
743,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215719,2012-04-26,CAPRI LIQUOR STORE,39.97,cash,,False,,review policy/tax treatment before posting,
744,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215702,2012-04-26,LIQUORSTORE,165.95,cash,,False,,review policy/tax treatment before posting,
745,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217128,2012-04-27,GLOBAL LIQUOR STORE,50.77,cash,,False,,review policy/tax treatment before posting,
746,P4-2012-04-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215718,2012-04-28,CAPRI LIQUOR STORE,48.59,cash,,False,,review policy/tax treatment before posting,
747,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215733,2012-05-03,LIQUOR DEPOT,16.54,cash,,False,,review policy/tax treatment before posting,
748,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215709,2012-05-05,GLOBAL LIQUOR STORE,7.42,cash,,False,,review policy/tax treatment before posting,
749,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215712,2012-05-09,LIQUOR CROSSING,29.99,cash,,False,,review policy/tax treatment before posting,
750,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215665,2012-05-09,PLAZA LIQUOR TOWN,49.55,cash,,False,,review policy/tax treatment before posting,
751,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215658,2012-05-10,PLAZA LIQUOR TOWN,45.20,cash,,False,,review policy/tax treatment before posting,
752,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215641,2012-05-11,GLOBAL LIQUOR STORE,45.87,cash,,False,,review policy/tax treatment before posting,
753,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215662,2012-05-14,PLAZA LIQUOR TOWN,273.25,cash,,False,,review policy/tax treatment before posting,
754,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,214089,2012-05-15,COOP LIQUOR,36.13,cash,,False,,review policy/tax treatment before posting,
755,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215701,2012-05-15,NORWOOD LIQUOR,96.19,cash,,False,,review policy/tax treatment before posting,
756,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215659,2012-05-19,PLAZA LIQUOR TOWN,61.58,cash,,False,,review policy/tax treatment before posting,
757,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215519,2012-05-20,LIQUOR BARN,59.30,cash,,False,,review policy/tax treatment before posting,
758,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215646,2012-05-26,CAPRI LIQUOR STORE,219.94,cash,,False,,review policy/tax treatment before posting,
759,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215653,2012-05-26,CAPRI LIQUOR STORE,19.47,cash,,False,,review policy/tax treatment before posting,
760,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215697,2012-05-26,COLD ONES LIQUOR,52.90,cash,,False,,review policy/tax treatment before posting,
761,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215753,2012-05-26,LIQUOR DEPOT,14.24,cash,,False,,review policy/tax treatment before posting,
762,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217025,2012-05-28,COOP LIQUOR,28.12,cash,,False,,review policy/tax treatment before posting,
763,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215515,2012-05-28,LIQUOR BARN,16.70,cash,,False,,review policy/tax treatment before posting,
764,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215734,2012-05-28,LIQUOR DEPOT,50.49,cash,,False,,review policy/tax treatment before posting,
765,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,214094,2012-05-28,NORWOOD LIQUOR STORE,52.65,cash,,False,,review policy/tax treatment before posting,
766,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215699,2012-05-29,INGLEWOOD LIQUOR STORE,36.96,cash,,False,,review policy/tax treatment before posting,
767,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215517,2012-05-29,LIQUOR BARN,28.48,cash,,False,,review policy/tax treatment before posting,
768,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215754,2012-05-29,LIQUOR DEPOT,60.17,cash,,False,,review policy/tax treatment before posting,
769,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215679,2012-05-29,WILD TIMS LIQUOR STORE,9.99,cash,,False,,review policy/tax treatment before posting,
770,P4-2012-05-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215518,2012-05-31,LIQUOR BARN,380.68,cash,,False,,review policy/tax treatment before posting,
771,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215505,2012-06-01,LIQUOR BARN,55.53,cash,,False,,review policy/tax treatment before posting,
772,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215506,2012-06-01,LIQUOR BARN,32.43,cash,,False,,review policy/tax treatment before posting,
773,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215507,2012-06-01,LIQUOR BARN,19.85,cash,,False,,review policy/tax treatment before posting,
774,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215508,2012-06-01,LIQUOR BARN,5.85,cash,,False,,review policy/tax treatment before posting,
775,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215509,2012-06-01,LIQUOR BARN,183.88,cash,,False,,review policy/tax treatment before posting,
776,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215510,2012-06-01,LIQUOR BARN,88.00,cash,,False,,review policy/tax treatment before posting,
777,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215511,2012-06-01,LIQUOR BARN,19.83,cash,,False,,review policy/tax treatment before posting,
778,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215512,2012-06-01,LIQUOR BARN,39.38,cash,,False,,review policy/tax treatment before posting,
779,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215633,2012-06-01,UPTOWN LIQUOR STORE,43.44,cash,,False,,review policy/tax treatment before posting,
780,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215645,2012-06-02,CAPRI LIQUOR STORE,18.97,cash,,False,,review policy/tax treatment before posting,
781,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215504,2012-06-02,LIQUOR BARN,22.87,cash,,False,,review policy/tax treatment before posting,
782,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215501,2012-06-05,LIQUOR BARN,22.32,cash,,False,,review policy/tax treatment before posting,
783,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215502,2012-06-07,LIQUOR BARN,72.78,cash,,False,,review policy/tax treatment before posting,
784,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215741,2012-06-08,LIQUOR DEPOT,61.32,cash,,False,,review policy/tax treatment before posting,
785,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217026,2012-06-09,COOP LIQUOR,45.63,cash,,False,,review policy/tax treatment before posting,
786,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215503,2012-06-09,LIQUOR BARN,25.38,cash,,False,,review policy/tax treatment before posting,
787,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215752,2012-06-09,LIQUOR DEPOT,172.04,cash,,False,,review policy/tax treatment before posting,
788,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215513,2012-06-12,LIQUOR BARN,101.96,cash,,False,,review policy/tax treatment before posting,
789,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215696,2012-06-15,COOP LIQUOR,168.10,cash,,False,,review policy/tax treatment before posting,
790,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217021,2012-06-15,COOP LIQUOR,5.88,cash,,False,,review policy/tax treatment before posting,
791,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217029,2012-06-15,COOP LIQUOR,57.67,cash,,False,,review policy/tax treatment before posting,
792,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,217030,2012-06-15,COOP LIQUOR,66.74,cash,,False,,review policy/tax treatment before posting,
793,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215746,2012-06-15,LIQUOR DEPOT,6.39,cash,,False,,review policy/tax treatment before posting,
794,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215359,2012-06-16,LIQUOR BARN,69.58,cash,,False,,review policy/tax treatment before posting,
795,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215368,2012-06-16,LIQUOR BARN,45.19,cash,,False,,review policy/tax treatment before posting,
796,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215372,2012-06-16,LIQUOR BARN,33.17,cash,,False,,review policy/tax treatment before posting,
797,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215374,2012-06-16,LIQUOR BARN,70.65,cash,,False,,review policy/tax treatment before posting,
798,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215747,2012-06-16,LIQUOR DEPOT,82.17,cash,,False,,review policy/tax treatment before posting,
799,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215654,2012-06-17,PLAZA LIQUOR TOWN,32.77,cash,,False,,review policy/tax treatment before posting,
800,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215685,2012-06-17,RED ANGEL LIQUOR STORE,19.98,cash,,False,,review policy/tax treatment before posting,
801,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215375,2012-06-19,LIQUOR BARN,141.81,cash,,False,,review policy/tax treatment before posting,
802,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215714,2012-06-19,LIQUORSTORE,41.49,cash,,False,,review policy/tax treatment before posting,
803,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215376,2012-06-21,LIQUOR BARN,9.63,cash,,False,,review policy/tax treatment before posting,
804,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215748,2012-06-22,LIQUOR DEPOT,150.59,cash,,False,,review policy/tax treatment before posting,
805,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215377,2012-06-23,LIQUOR BARN,28.47,cash,,False,,review policy/tax treatment before posting,
806,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215749,2012-06-29,LIQUOR DEPOT,121.51,cash,,False,,review policy/tax treatment before posting,
807,P4-2012-06-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215750,2012-06-30,LIQUOR DEPOT,9.31,cash,,False,,review policy/tax treatment before posting,
808,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215407,2012-07-05,LIQUOR BARN,112.50,cash,,False,,review policy/tax treatment before posting,
809,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215408,2012-07-05,LIQUOR BARN,265.12,cash,,False,,review policy/tax treatment before posting,
810,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215409,2012-07-05,LIQUOR BARN,93.14,cash,,False,,review policy/tax treatment before posting,
811,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215410,2012-07-05,LIQUOR BARN,75.68,cash,,False,,review policy/tax treatment before posting,
812,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215537,2012-07-05,LIQUOR BARN,30.06,cash,,False,,review policy/tax treatment before posting,
813,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215527,2012-07-06,LIQUOR BARN,204.56,cash,,False,,review policy/tax treatment before posting,
814,P4-2012-07-liquor_cash_likely,4,liquor_cash_likely,policy_review_liquor_cash_queue,215708,2012-07-06,VARCITY LIQUOR,34.30,cash,,False,,review policy/tax treatment before posting,
