id,transaction_date,account_code,account_name,description,debit_amount,credit_amount,net_amount,transaction_type,transaction_number,source_system,source_transaction_id,entity_name,row_hash
34578,2015-11-17,2802 L-10 2010 Ford E450 Bus,,"",362.58,0.00,362.58,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,d8bca49b79cedf85df72ac41d61eaa71c88c5b41a82a57e4ffe9fc544747a382
34605,2015-11-20,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,ac6f3a7e4f9a6d27d0f3f105bae5b8e761a49e49ba7e28edf3d7e2a59faa69aa
34239,2015-11-27,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,1692c4f15835dcbfca2ece8345eb25f8a826c70ac6ed8357d353348f06afc12d
34606,2015-11-27,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,1753286b01bfcbd8736f88f1e646ca761db12d37d08a253b73cb81b88b64556c
34240,2015-12-04,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,385e9bb8f98c2c2c5acf042c14351825bb6fd9bcaa88b00342335dfa10914430
34607,2015-12-04,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,0e3f9f91406490ccee08e7ce66058c50f001914ca4fb462fc69ccaab03a34e6e
34241,2015-12-11,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,02367b9db45c0bf0c0328c69bdc2a401a7bce78b449b32aca920d20867e67d01
34608,2015-12-11,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,a8a73a2293a48cc4f0333d9171e9057029f45c77c07b5b3303dcc70ed841e393
34485,2015-12-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,f482482e4ff20ab131b4a1fe93ca73a3c978999413bd78d8164bf7e20598d555
34647,2015-12-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,b334747ee0b5e4dfa9e84a905f0b647a74bd7865bd9174abcb3c5eda5aa71731
34242,2015-12-18,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,2d21f1e83906071856df6e60ffb7b19453d03a02f41d26fb2f9db1546702c88b
34609,2015-12-18,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,7c4e714acfe5631c0de04157766e436c2e7f6339a1e8f211a8c0f0aef9aae7bd
15647,2015-12-21,1399 Suspense,,Vehicle Lease - Which Lease?,777.56,0.00,777.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,4a860340c70b23c2e491e422bde9107173b75598fa9c4aca54ebf9f3dc5f9672
34243,2016-01-04,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,65119dd598439f4329e52b0e8e0efdc735b29ac615dc4837c35b7a7b8f6f58c8
34244,2016-01-08,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,aa5dc0681ec394e1f7fd6c69522fbb566108f57a98ddfb3570b591d0f9af5bd8
34610,2016-01-08,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,b8bee28cbc6d6ee8dfaa521406af2f948789eb8ed3511fa34aabdfe93ec0761a
34245,2016-01-15,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,624b20fc1e7f4a6ad588dab8fb36375d58d188d5f1a85dbccdf26fa400dd5c21
34611,2016-01-15,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,7dbe69af09133ee34650d2896adff9823bfea1715225b4b67b129f30c8c5cf98
34466,2016-01-18,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,84bf5497e28eb6f1aa00e1899304e31ec8987d97cda3d5e5613f0fa00cdc3bac
34486,2016-01-18,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,69191ba5aa7bc87c489f3cdf11478952905f30f190125862e5474b5e3324de26
34648,2016-01-18,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,2a8e8c3b532e99477ca09ee5e305f3423d12406507a515c5c810c6adb35d732e
34246,2016-01-22,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,a02f1f8e5b6e0525b542bb5e97987d468afe2cb3d701b7426d5b2ba5bb60cf2a
34612,2016-01-22,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,ee2ff41a227ab0ddea0c5043181b43982dbee792fd74d4768a3d8142213b6d1d
34247,2016-02-05,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,93b01960e9f660f6d8f53b30ed06bb2003a984583253ebfe255b4b645afee8ba
34613,2016-02-05,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,366238a509b993dcfc539c028ba9a9f1042c53dfe148299ba6532fae4536d75e
15501,2016-02-12,1398 Clearing,,Sale of 2001 Lincoln Town Car,8400.00,0.00,8400.00,Journal Entry,,QuickBooks,,,3307f97e2303e0206d8a3f45d13ffdc87e499eb25445e46f6c06f498303c136b
15502,2016-02-12,1398 Clearing,,Sale of L6  2001 Lincoln Town Car,0.00,8400.00,-8400.00,Deposit,,QuickBooks,,,5ab22f2854b299ec9642f34c2702b178c9cdf16ffb5d409cb81432ddd29660ef
15503,2016-02-12,1398 Clearing,,Sale of L2  2006 Lincoln Town Car,0.00,2100.00,-2100.00,Deposit,,QuickBooks,,,a0c4704327ee8f070ebbcbaee277bc28cbd71256137166ac5f85da6678162cea
15504,2016-02-12,1398 Clearing,,Sale of 2006 Lincoln Town Car,2100.00,0.00,2100.00,Journal Entry,,QuickBooks,,,e049dd2a0b0050add3fdf546a4fdcb90af6c92c6df2d406d54aefd7d522c29df
15767,2016-02-12,Limousines & Busses:L-2 2006 Lincoln TownCar 614688,,Sale of 2006 Lincoln Town Car,0.00,2000.00,-2000.00,Journal Entry,,QuickBooks,,,e5745a7aa745acf21fb9b16cf00432646ef739639202027a1c8ffe0165f832fd
15769,2016-02-12,Limousines & Busses:L-6 2001 Lincoln TownCar 659569,,Sale of 2001 Lincoln Town Car,0.00,8000.00,-8000.00,Journal Entry,,QuickBooks,,,192e35f50840c91c713ab68333774633752d98b7feedd45aa4e2a082345787f3
29782,2016-02-12,2200 GST/HST Payable,,GST - Sale of 2006 Lincoln Town Car,0.00,2000.00,-2000.00,Journal Entry,,QuickBooks,,,e5cbcfc5867568b02fac3f4b8ff5fc5a735f73e2fb0d72e5e1ab7fee1aa0ea30
29786,2016-02-12,2200 GST/HST Payable,,GST - Sale of 2001 Lincoln Town Car,8000.00,0.00,8000.00,Journal Entry,,QuickBooks,,,c52676d58fc6cee993f24e66f68d7d1165c910061b25eea71801b88d67698bb1
29792,2016-02-12,2200 GST/HST Payable,,GST - Sale of 2006 Lincoln Town Car,2000.00,0.00,2000.00,Journal Entry,,QuickBooks,,,f7048c6b770222f2c465181c69c6e38877e27548061c873de7f2bcfe1f225cd8
29795,2016-02-12,2200 GST/HST Payable,,GST - Sale of 2001 Lincoln Town Car,0.00,8000.00,-8000.00,Journal Entry,,QuickBooks,,,998ccde9c2f6da77d1f828ad2aaf04dbc6c1abb3a85257c5f8a1322896af23c8
34248,2016-02-12,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,6da130a4cc78fa3fcbfb00effdeb0b535bc2f0b004331dbc6b52a9fffc827ed7
34614,2016-02-12,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,2f02cd54cf826cfc2f44f2b4d8149e6edc479d8a1d54c50a41575094a6c8e916
34487,2016-02-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,861385b7a066c7f358dd70fb677113e8cf06b3f2203ca6a942b68dad9a3c8de0
34649,2016-02-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,fe51299159a6a3286385ec42651f82a99904d7bf3026f4ef0e6f53487f242ac7
34249,2016-02-19,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,9e75ea92aac3be85a1e67273fc7e5815bfd915ae9d2f7da56a7d7e8ddf66d8a1
34615,2016-02-19,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,a99ba6890f75e7e01afcefcb990e2059404286a309f39884321555f311912117
34250,2016-02-26,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,1267365bda60974f2d1e7cdf059b47eb5c48d2ed0f7b7132a49a7c70f40c7293
34616,2016-02-26,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,48a8c17af486f4cad7e9af23c0b35afb87f1a9c7d0d1c06a7c271b300fced709
34251,2016-03-04,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,3fc438bf4f45412e0c3c7e787db243d5bad3d57f4a6513fc77bf92c5f1b01d41
34617,2016-03-04,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,08142be8a5aaf9b862fe31790006636655c080ebc22b59904269d43bb2ea7787
34252,2016-03-11,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,c0e4fb214fe96015ed9b3a562a57f5c9ec5711095faab31d0d03050282160b13
34618,2016-03-11,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,af08d2f2ee4e8c3a8ca0322477602b481f30dffea9067e47f6619705b5fb65a6
34488,2016-03-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,6f08e208b83787c8373429782d4611c7dd99f8d3d29431dc6aa898977c8b794c
34650,2016-03-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,37551dfcb2bfea6722e8fea37de2b4fb09ff86c255493be7cf7d483a9191908c
34253,2016-03-18,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,3893a973373f06087e844d835dadebd82c727c15b2c6204c06875e72bd959521
34619,2016-03-18,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,7e867b72545271a29099ffa2eab6cff18f617793131f4d6c60a3b82e34b69e97
15655,2016-03-22,1399 Suspense,,Vehicle Lease - Which Lease?,500.00,0.00,500.00,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,bbce236f1dfffe3b98a1a8e94a5c96e01da1650d9aaf438454ce3bb85cd67a4e
34254,2016-03-28,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,a85e4b66880f0294223425513903c2572b63d26e0ae3a8438da46ab122b001f5
34620,2016-03-28,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,2c46b71d5e11ef68bcb10d56ab898f1b2c9fe2a793d22eda3c00ea33364eb222
34255,2016-04-01,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,d3fe09988639ea7e2ba9722628b6e1db4477e3da36033a8f1a2d7c394e3db472
34621,2016-04-01,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,dcc9b5e72e6152e22811811b99b6252537f0a3d9ea21e0eba003b982d465e8ac
34256,2016-04-08,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,ba0bca5b2f1c030810e95254858737fe1fe4625e69b52a847e250f705e6d3ec7
34622,2016-04-08,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,4ee91a200becbfde6224a6418276e00ed5175d5b622748f3b751703dd32b61d5
34257,2016-04-15,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,2c7532c3fa2d0e550469cb95114d6ba4be8d71a58dc759aaf3d7af928097d336
34623,2016-04-15,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,cb08aa6e489ed4df4d7297d7bfb4eca4c6911bf0e45574c400c2fa5b42b1be6b
34258,2016-04-22,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,c0af7b4c2ae535429a77a71ff655543665f00a7f07ea18212c2a064cdd367cfc
34624,2016-04-22,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,01d480fa84a6617c68c6fdea6a64b88cdaab49b66238adfd711456a35023c433
34259,2016-05-06,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,23492274ea1e78269ba85500f3c8ba0c3162e7f91cdffab275c0b2a183d4b02e
34625,2016-05-06,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f26f42a00d51bd6c2a8044a39aa3a10113563d3629948b86924fcd381caf927f
34260,2016-05-13,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,49be38376043e90cf752815ca4a1a7553d7699f8bdf6c3893beca5fbaace6cc1
34626,2016-05-13,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f642c6e2cbd2562b3f2ad34b245394e9daaed2e027cd960e3332fe8501cacfd3
34489,2016-05-16,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,076eb880870e49a55531dd37d9f508ddc0b4565b84e8708613de7d8a520466cf
34467,2016-05-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,758.56,0.00,758.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,9e6cff708248520c324c4152e88ae1984b66071770aba0f0e3a527bcf3f3b8e0
34491,2016-05-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,e9d6af9a3dfbe7705ee46e2257905f475b1de2ed8b0c1668cd4047d2853a6191
34651,2016-05-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,c6b1918099785025fa3596a5c59494e60316488e43e8041069e12d36a10c7275
34261,2016-05-20,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,e5a3156096abf30b020dd021c37bb23a95b6e341df831edf84098c141a7d5916
34627,2016-05-20,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,60235486a850b5cdd29d9ea553b747ce659b2a8bf8805da75b0521b1ea7d6f99
34262,2016-05-27,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,b7c1d813114f398177659af492af207aef8f87e24659c7bc3bcebd6a2540d21c
34628,2016-05-27,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,6185311c77a5ada475cf8a954519e0be621ebcf9c36ecd759b131dc7c8304958
34263,2016-06-03,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,a5fa8e06bf351c6ffe9e5d886ff0d0d0b96c632d629a9217c1f153fe43a4d92c
34629,2016-06-03,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,4d4cd5b4126c3349e05dde45e34c23e9bd16b4dec6c3f3f3bae8d2c9f6be515e
34264,2016-06-10,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,1149ad434381ce9d4953b5005578b63a535d1fc50caf17407e23946ef0fe49b6
34630,2016-06-10,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,58fcfa3d7a0edd7cdf65b8e92bf780c38d37054350be22c317759ba6a2df0a10
34631,2016-06-17,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,04766e88afd137b34066b0ebbaff2bb0e86538e009dcdcab042110bffd59d34c
34652,2016-06-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,744b075af1634653249cac2f54d302d3da64b48be32e017e0a0a1f48ef9122dc
34265,2016-06-24,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,88a7008a0f9042a51e99bd058999e5727354e0ffbd5519ffd51bffaff74d3c2d
34632,2016-06-24,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,8624c0d7dff1812a76ddf95eb83c768d82ae029d6f0d5f39c62d6ec32d150648
34267,2016-07-04,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,0be769e5fa29c6c1a8c486888a4a7ee6dd9035bb026581248c77a8bf8c8c3d15
34268,2016-07-08,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,cbcc2529adb1efd751d8414110c837cce1b018fc50dce1e4d90f389aae7e4bcc
34633,2016-07-08,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,c2a50ab852e58bcaeb8ddf9b1c2361b030bbf7b2891a7ce2c26f281a0cc7a4cc
34269,2016-07-15,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,e175abbc35b3bdc23257b1b4718b17d7ccbaf836f46d381a151b88389417a1aa
34634,2016-07-15,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,cca06a408fb665ec117267e0723faea15635c086c732acf58bc692f4b3adcb16
34468,2016-07-18,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,f39bbb44549f355f9fa6e7f20fc65e1a80174015294d0a14f5af93ea723a4bf6
34492,2016-07-18,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,3e99ee8aaacf473879db06ccebd9543cf1488a096cd088703f73d45d54230729
34653,2016-07-18,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,742b09740644b399ff4d52a83003f6bf1360ce52632d522bc2fb14ba33a30d5b
34270,2016-07-22,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,8a54261e406cf58bb070df6a5aee3bd53b4a0b5ff90764d8077de47d75ed84f7
34635,2016-07-22,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,1691e1c235864cea4571f5d7903c206261543829187899ffe6f786e6e81777ab
15658,2016-07-28,1399 Suspense,,Vehicle Lease - Which Lease?,690.01,0.00,690.01,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,1fe5e8101c9d39da01b6df5cd863b5f4e0b36e1edfef862c14b4c15a6775f722
34271,2016-07-29,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,ebcb8f2d2502f3d3777c638057fe595be93ba979434a1dc0d989a5b1c3472e51
34636,2016-07-29,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,4de77fe63fa169a44058a7e264039cfc8eecec0525cb3bd83a5aff184679a86b
34272,2016-08-05,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,9dadd39fe456959a0e8b4fbe9c98a0e342705891766b4b88e3dda0bfc37e44c3
34637,2016-08-05,2803 L-11 2009 Ford E-450 Shuttle,,"",417.70,0.00,417.70,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,05d4171c0907d0822e60d92fa6c3e3ef109567e5e7badcb5ffc88a0170cbe7f2
34273,2016-08-19,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5f614d9e7c1fb0b6a864723a88847990b49c0aa2e8cce352a0ce8926c5f38b92
34274,2016-08-26,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,06fe3aa2f2223e3a8ce33289636b0a5fb3ed4cf13adb2901ea1f764e0ae41ece
34275,2016-09-02,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,a24aea66439a3d9ca4890451131af2d9366794ad5e165b3f51cc6c64a7494526
34276,2016-09-09,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,4dc044f9105e1bedb118d68274d361d883a0503ed4b9697d193d088827d8a28f
34277,2016-09-16,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,3d6736d81887e54a321949052ced4597415bbb2c4f01356c256ef48106867177
34278,2016-09-23,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,32c28a7fd11bed6d55810e6084fc79f32ba6a86673d4d073df84aaeba63f4f62
34279,2016-09-30,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,be1b72342270af31f313588c78e3f84666d58b0967bf82d6d144cd9bc2b3eff2
34280,2016-10-14,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,b5aab7d940e1a93115b0b96f0a22c4542ebd7166cd87feea747b1c309656a583
34469,2016-10-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,bf0321da67ac2dfc3d3325f004e0f1eb64335133102d4a25edee2a2b613488d8
34281,2016-10-21,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,436816d37034edb25812b70632215ea5acddf96103dd80d0e9c4d44ef03efe7e
34282,2016-11-04,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,0233bf35259726cca005f7baf8ebaadd8419190e5ed9aefd05c21fcdc1485dc9
34283,2016-11-18,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,414034d7a3357610d3b351eba2a243cd90a619d2d3013247ca0c6280cae29011
