RECEIPTS REPORT FOR 2019 (All Columns Except source_hash)
========================================================================================================================
id	source_system	source_reference	receipt_date	vendor_name	description	currency	gross_amount	gst_amount	net_amount	expense_account	payment_method	validation_status	validation_reason	event_batch_id	created_at
370	quickbooks_csv	371	2019-01-04	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	95.00	4.52	90.48	FUEL_EXPENSE	Debit	POSTED	NULL	385	2025-09-14 16:52:48.101950-06:00
374	quickbooks_csv	375	2019-01-04	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	389	2025-09-14 16:52:48.101950-06:00
373	quickbooks_csv	374	2019-01-04	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	388	2025-09-14 16:52:48.101950-06:00
242	quickbooks_csv	242	2019-01-10	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	75.00	3.57	71.43	FUEL_EXPENSE	Debit	POSTED	NULL	258	2025-09-14 16:52:48.101950-06:00
397	quickbooks_csv	398	2019-01-10	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	412	2025-09-14 16:52:48.101950-06:00
246	quickbooks_csv	246	2019-01-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	97.11	4.62	92.49	FUEL_EXPENSE	Debit	POSTED	NULL	262	2025-09-14 16:52:48.101950-06:00
213	quickbooks_csv	213	2019-04-02	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	229	2025-09-14 16:52:48.101950-06:00
245	quickbooks_csv	245	2019-04-13	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	6.35	0.30	6.05	FUEL_EXPENSE	Cash	POSTED	NULL	261	2025-09-14 16:52:48.101950-06:00
102	quickbooks_csv	102	2019-04-13	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	7.65	0.36	7.29	FUEL_EXPENSE	Cash	POSTED	NULL	118	2025-09-14 16:52:48.101950-06:00
62	quickbooks_csv	62	2019-04-17	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	78	2025-09-14 16:52:48.101950-06:00
79	quickbooks_csv	79	2019-04-30	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	70.00	3.33	66.67	FUEL_EXPENSE	Cash	POSTED	NULL	95	2025-09-14 16:52:48.101950-06:00
80	quickbooks_csv	80	2019-04-30	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	120.00	5.71	114.29	FUEL_EXPENSE	Cash	POSTED	NULL	96	2025-09-14 16:52:48.101950-06:00
170	quickbooks_csv	170	2019-05-10	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	186	2025-09-14 16:52:48.101950-06:00
226	quickbooks_csv	226	2019-05-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	17.66	2.86	14.80	FUEL_EXPENSE	Debit	POSTED	NULL	242	2025-09-14 16:52:48.101950-06:00
357	quickbooks_csv	358	2019-05-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Debit	POSTED	NULL	372	2025-09-14 16:52:48.101950-06:00
216	quickbooks_csv	216	2019-05-18	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	25.80	1.23	24.57	FUEL_EXPENSE	Cash	POSTED	NULL	232	2025-09-14 16:52:48.101950-06:00
336	quickbooks_csv	337	2019-05-22	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	74.00	3.52	70.48	FUEL_EXPENSE	Cash	POSTED	NULL	351	2025-09-14 16:52:48.101950-06:00
208	quickbooks_csv	208	2019-05-24	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	230.00	10.95	219.05	FUEL_EXPENSE	Cash	POSTED	NULL	224	2025-09-14 16:52:48.101950-06:00
261	quickbooks_csv	261	2019-05-31	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.40	0.97	19.43	FUEL_EXPENSE	Cash	POSTED	NULL	277	2025-09-14 16:52:48.101950-06:00
111	quickbooks_csv	111	2019-07-26	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	62.00	2.95	59.05	FUEL_EXPENSE	Card	POSTED	NULL	127	2025-09-14 16:52:48.101950-06:00
793	quickbooks_csv	794	2019-08-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	74.40	3.54	70.86	FUEL_EXPENSE	Cash	POSTED	NULL	808	2025-09-14 16:52:48.101950-06:00
675	quickbooks_csv	676	2019-08-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Card	POSTED	NULL	690	2025-09-14 16:52:48.101950-06:00
108	quickbooks_csv	108	2019-08-27	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	124	2025-09-14 16:52:48.101950-06:00
119	quickbooks_csv	119	2019-06-22	FASGAS PLUS-KINGSTON		CAD	77.01	3.67	73.34	FUEL_EXPENSE	Card	POSTED	NULL	135	2025-09-14 16:52:48.101950-06:00
66	quickbooks_csv	66	2019-04-26	Fas Gas LACOMBE AB		CAD	70.00	3.33	66.67	FUEL_EXPENSE	Cash	POSTED	NULL	82	2025-09-14 16:52:48.101950-06:00
692	quickbooks_csv	693	2019-09-26	Fas Gas LACOMBE AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	707	2025-09-14 16:52:48.101950-06:00
201	quickbooks_csv	201	2019-06-26	Fas Gas STETTLE		CAD	25.00	1.19	23.81	FUEL_EXPENSE	Cash	POSTED	NULL	217	2025-09-14 16:52:48.101950-06:00
385	quickbooks_csv	386	2019-01-11	Fas Gas WEST PARK		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	400	2025-09-14 16:52:48.101950-06:00
361	quickbooks_csv	362	2019-01-12	Fas Gas WEST PARK		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	376	2025-09-14 16:52:48.101950-06:00
396	quickbooks_csv	397	2019-02-28	Fas Gas WEST PARK		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	411	2025-09-14 16:52:48.101950-06:00
19	quickbooks_csv	19	2019-03-05	Fas Gas WEST PARK		CAD	25.00	1.19	23.81	FUEL_EXPENSE	Cash	POSTED	NULL	35	2025-09-14 16:52:48.101950-06:00
100	quickbooks_csv	100	2019-03-11	Fas Gas WEST PARK		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	116	2025-09-14 16:52:48.101950-06:00
352	quickbooks_csv	353	2019-05-02	Fas Gas WEST PARK		CAD	10.00	0.48	9.52	FUEL_EXPENSE	Card	POSTED	NULL	367	2025-09-14 16:52:48.101950-06:00
224	quickbooks_csv	224	2019-05-02	Fas Gas WEST PARK		CAD	2.93	0.14	2.79	FUEL_EXPENSE	Card	POSTED	NULL	240	2025-09-14 16:52:48.101950-06:00
8	quickbooks_csv	8	2019-05-14	Fas Gas WEST PARK		CAD	41.00	1.95	39.05	FUEL_EXPENSE	Card	POSTED	NULL	24	2025-09-14 16:52:48.101950-06:00
195	quickbooks_csv	195	2019-06-22	Fas Gas WEST PARK		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Debit	POSTED	NULL	211	2025-09-14 16:52:48.101950-06:00
10	quickbooks_csv	10	2019-06-22	Fas Gas WEST PARK		CAD	20.00	0.95	19.05	FUEL_EXPENSE	NULL	POSTED	NULL	26	2025-09-14 16:52:48.101950-06:00
668	quickbooks_csv	669	2019-07-16	Fas Gas WEST PARK		CAD	12.00	0.57	11.43	FUEL_EXPENSE	Card	POSTED	NULL	683	2025-09-14 16:52:48.101950-06:00
129	quickbooks_csv	129	2019-08-08	Fas Gas WEST PARK		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Card	POSTED	NULL	145	2025-09-14 16:52:48.101950-06:00
410	quickbooks_csv	411	2019-08-10	Fas Gas WEST PARK		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	425	2025-09-14 16:52:48.101950-06:00
114	quickbooks_csv	114	2019-08-11	Fas Gas WEST PARK		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	130	2025-09-14 16:52:48.101950-06:00
138	quickbooks_csv	138	2019-08-15	Fas Gas WEST PARK		CAD	24.00	1.14	22.86	FUEL_EXPENSE	Debit	POSTED	NULL	154	2025-09-14 16:52:48.101950-06:00
117	quickbooks_csv	117	2019-08-18	Fas Gas WEST PARK		CAD	4.01	0.17	3.84	FUEL_EXPENSE	Debit	POSTED	NULL	133	2025-09-14 16:52:48.101950-06:00
680	quickbooks_csv	681	2019-08-31	Fas Gas WEST PARK		CAD	83.00	3.95	79.05	FUEL_EXPENSE	Cash	POSTED	NULL	695	2025-09-14 16:52:48.101950-06:00
653	quickbooks_csv	654	2019-10-01	Fas Gas WEST PARK		CAD	59.51	2.83	56.68	FUEL_EXPENSE	Card	POSTED	NULL	668	2025-09-14 16:52:48.101950-06:00
553	quickbooks_csv	554	2019-12-07	Fas Gas WEST PARK		CAD	39.00	1.86	37.14	FUEL_EXPENSE	Card	POSTED	NULL	568	2025-09-14 16:52:48.101950-06:00
561	quickbooks_csv	562	2019-12-20	Fas Gas WEST PARK		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	576	2025-09-14 16:52:48.101950-06:00
541	quickbooks_csv	542	2019-12-14	Fas Gas RED DEER		CAD	5.76	0.27	5.49	FUEL_EXPENSE	Debit	POSTED	NULL	556	2025-09-14 16:52:48.101950-06:00
165	quickbooks_csv	165	2019-05-31	Fas Gas ROSS STREET		CAD	15.00	0.71	14.29	FUEL_EXPENSE	Cash	POSTED	NULL	181	2025-09-14 16:52:48.101950-06:00
38	quickbooks_csv	38	2019-06-28	Fas Gas ROSS STREET		CAD	186.00	8.86	177.14	FUEL_EXPENSE	Card	POSTED	NULL	54	2025-09-14 16:52:48.101950-06:00
552	quickbooks_csv	553	2019-12-20	Fas Gas ROSS STREET		CAD	43.00	2.05	40.95	FUEL_EXPENSE	Debit	POSTED	NULL	567	2025-09-14 16:52:48.101950-06:00
545	quickbooks_csv	546	2019-12-07	Fas Gas WESTPARK		CAD	121.00	5.76	115.24	FUEL_EXPENSE	Card	POSTED	NULL	560	2025-09-14 16:52:48.101950-06:00
34	quickbooks_csv	34	2019-05-01	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Cash	POSTED	NULL	50	2025-09-14 16:52:48.101950-06:00
169	quickbooks_csv	169	2019-05-07	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	120.00	5.71	114.29	FUEL_EXPENSE	Cash	POSTED	NULL	185	2025-09-14 16:52:48.101950-06:00
168	quickbooks_csv	168	2019-05-08	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Cash	POSTED	NULL	184	2025-09-14 16:52:48.101950-06:00
31	quickbooks_csv	31	2019-05-14	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	47	2025-09-14 16:52:48.101950-06:00
176	quickbooks_csv	176	2019-05-23	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	192	2025-09-14 16:52:48.101950-06:00
177	quickbooks_csv	177	2019-05-24	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Cash	POSTED	NULL	193	2025-09-14 16:52:48.101950-06:00
162	quickbooks_csv	162	2019-05-31	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.40	0.69	19.71	FUEL_EXPENSE	Cash	POSTED	NULL	178	2025-09-14 16:52:48.101950-06:00
159	quickbooks_csv	159	2019-05-31	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	150.00	7.14	142.86	FUEL_EXPENSE	Cash	POSTED	NULL	175	2025-09-14 16:52:48.101950-06:00
163	quickbooks_csv	163	2019-05-31	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	179	2025-09-14 16:52:48.101950-06:00
696	quickbooks_csv	697	2019-06-01	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	711	2025-09-14 16:52:48.101950-06:00
157	quickbooks_csv	157	2019-06-01	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Cash	POSTED	NULL	173	2025-09-14 16:52:48.101950-06:00
158	quickbooks_csv	158	2019-06-01	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	174	2025-09-14 16:52:48.101950-06:00
196	quickbooks_csv	196	2019-06-10	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	212	2025-09-14 16:52:48.101950-06:00
116	quickbooks_csv	116	2019-08-03	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	29.34	0.48	28.86	FUEL_EXPENSE	Debit	POSTED	NULL	132	2025-09-14 16:52:48.101950-06:00
627	quickbooks_csv	628	2019-09-15	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	642	2025-09-14 16:52:48.101950-06:00
663	quickbooks_csv	664	2019-09-22	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	59.25	0.64	58.61	FUEL_EXPENSE	Debit	POSTED	NULL	678	2025-09-14 16:52:48.101950-06:00
718	quickbooks_csv	719	2019-10-14	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	34.25	0.95	33.30	FUEL_EXPENSE	Cash	POSTED	NULL	733	2025-09-14 16:52:48.101950-06:00
785	quickbooks_csv	786	2019-10-30	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	800	2025-09-14 16:52:48.101950-06:00
558	quickbooks_csv	559	2019-11-24	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Cash	POSTED	NULL	573	2025-09-14 16:52:48.101950-06:00
182	quickbooks_csv	182	2019-06-29	FLYIN		CAD	47.75	2.27	45.48	OTHER_EXPENSE	Cash	POSTED	NULL	198	2025-09-14 16:52:48.101950-06:00
209	quickbooks_csv	209	2019-05-26	FLYING J		CAD	11.84	0.56	11.28	OTHER_EXPENSE	Debit	POSTED	NULL	225	2025-09-14 16:52:48.101950-06:00
28	quickbooks_csv	28	2019-05-26	FLYING J		CAD	6.00	0.29	5.71	OTHER_EXPENSE	Card	POSTED	NULL	44	2025-09-14 16:52:48.101950-06:00
283	quickbooks_csv	283	2019-05-26	FLYING J		CAD	6.56	0.31	6.25	OTHER_EXPENSE	Cash	POSTED	NULL	298	2025-09-14 16:52:48.101950-06:00
50	quickbooks_csv	50	2019-06-19	FLYING J		CAD	40.00	1.90	38.10	OTHER_EXPENSE	Card	POSTED	NULL	66	2025-09-14 16:52:48.101950-06:00
49	quickbooks_csv	49	2019-06-19	FLYING J		CAD	90.00	4.29	85.71	OTHER_EXPENSE	Card	POSTED	NULL	65	2025-09-14 16:52:48.101950-06:00
684	quickbooks_csv	685	2019-08-24	FLYING J		CAD	26.00	1.24	24.76	OTHER_EXPENSE	Cash	POSTED	NULL	699	2025-09-14 16:52:48.101950-06:00
686	quickbooks_csv	687	2019-08-25	FLYING J		CAD	100.00	4.76	95.24	OTHER_EXPENSE	Cash	POSTED	NULL	701	2025-09-14 16:52:48.101950-06:00
678	quickbooks_csv	679	2019-08-31	FLYING J		CAD	6.56	0.25	6.31	OTHER_EXPENSE	Cash	POSTED	NULL	693	2025-09-14 16:52:48.101950-06:00
5	quickbooks_csv	5	2019-11-23	FLYING J		CAD	40.00	1.90	38.10	OTHER_EXPENSE	Cash	POSTED	NULL	21	2025-09-14 16:52:48.101950-06:00
247	quickbooks_csv	247	2019-02-23	GASOLINE ALLEY ESSO		CAD	65.00	3.10	61.90	FUEL_EXPENSE	Card	POSTED	NULL	263	2025-09-14 16:52:48.101950-06:00
303	quickbooks_csv	303	2019-02-23	GASOLINE ALLEY ESSO		CAD	65.00	3.10	61.90	FUEL_EXPENSE	Cash	POSTED	NULL	318	2025-09-14 16:52:48.101950-06:00
355	quickbooks_csv	356	2019-03-11	GASOLINE ALLEY ESSO		CAD	66.75	3.18	63.57	FUEL_EXPENSE	Cash	POSTED	NULL	370	2025-09-14 16:52:48.101950-06:00
264	quickbooks_csv	264	2019-09-12	GASOLINE ALLEY HARLEY-DAVIDSON		CAD	133.30	6.35	126.95	FUEL_EXPENSE	Debit	POSTED	NULL	280	2025-09-14 16:52:48.101950-06:00
667	quickbooks_csv	668	2019-12-09	GASOLINE ALLEY HARLEY-DAVIDSON		CAD	133.30	6.35	126.95	FUEL_EXPENSE	Debit	POSTED	NULL	682	2025-09-14 16:52:48.101950-06:00
300	quickbooks_csv	300	2019-12-19	HAUCK VISION HEARING		CAD	698.40	33.26	665.14	OTHER_EXPENSE	Debit	POSTED	NULL	315	2025-09-14 16:52:48.101950-06:00
650	quickbooks_csv	651	2019-10-01	HERITAGE GAS BAR		CAD	39.50	1.88	37.62	FUEL_EXPENSE	Card	POSTED	NULL	665	2025-09-14 16:52:48.101950-06:00
515	quickbooks_csv	516	2019-11-23	HUSKY		CAD	38.77	1.85	36.92	OTHER_EXPENSE	Card	POSTED	NULL	530	2025-09-14 16:52:48.101950-06:00
103	quickbooks_csv	103	2019-04-25	HUSKY LEDUC		CAD	5.63	0.26	5.37	OTHER_EXPENSE	Cash	POSTED	NULL	119	2025-09-14 16:52:48.101950-06:00
305	quickbooks_csv	306	2019-09-19	JOURNEYS		CAD	73.49	3.50	69.99	OTHER_EXPENSE	Debit	POSTED	NULL	320	2025-09-14 16:52:48.101950-06:00
657	quickbooks_csv	658	2019-10-11	KEY HOLE		CAD	8.40	0.40	8.00	OTHER_EXPENSE	Cash	POSTED	NULL	672	2025-09-14 16:52:48.101950-06:00
602	quickbooks_csv	603	2019-11-07	LACOMBE AB		CAD	17.53	0.83	16.70	OTHER_EXPENSE	Card	POSTED	NULL	617	2025-09-14 16:52:48.101950-06:00
791	quickbooks_csv	792	2019-10-11	LIQUOR 7 RED DEER		CAD	253.25	12.06	241.19	OTHER_EXPENSE	Card	POSTED	NULL	806	2025-09-14 16:52:48.101950-06:00
642	quickbooks_csv	643	2019-10-03	LIQUOR BARN		CAD	172.89	8.23	164.66	OTHER_EXPENSE	Cash	POSTED	NULL	657	2025-09-14 16:52:48.101950-06:00
777	quickbooks_csv	778	2019-10-03	LIQUOR BARN		CAD	172.89	8.23	164.66	OTHER_EXPENSE	Card	POSTED	NULL	792	2025-09-14 16:52:48.101950-06:00
473	quickbooks_csv	474	2019-10-05	LIQUOR BARN		CAD	198.00	9.43	188.57	OTHER_EXPENSE	Cash	POSTED	NULL	488	2025-09-14 16:52:48.101950-06:00
757	quickbooks_csv	758	2019-04-24	LIQUOR DEPOT		CAD	44.35	2.00	42.35	OTHER_EXPENSE	Debit	POSTED	NULL	772	2025-09-14 16:52:48.101950-06:00
756	quickbooks_csv	757	2019-06-01	LIQUOR DEPOT		CAD	32.65	1.50	31.15	OTHER_EXPENSE	Card	POSTED	NULL	771	2025-09-14 16:52:48.101950-06:00
804	quickbooks_csv	805	2019-09-07	LIQUOR DEPOT		CAD	44.06	1.50	42.56	OTHER_EXPENSE	Card	POSTED	NULL	819	2025-09-14 16:52:48.101950-06:00
727	quickbooks_csv	728	2019-06-01	LIQUOR DEPOT LEDUC COMMON		CAD	32.65	1.50	31.15	OTHER_EXPENSE	Cash	POSTED	NULL	742	2025-09-14 16:52:48.101950-06:00
481	quickbooks_csv	482	2019-02-15	LIQUOR DEPOT NORTH HILL		CAD	24.67	0.20	24.47	OTHER_EXPENSE	Cash	POSTED	NULL	496	2025-09-14 16:52:48.101950-06:00
737	quickbooks_csv	738	2019-02-22	LIQUOR DEPOT NORTH HILL		CAD	21.24	1.00	20.24	OTHER_EXPENSE	Debit	POSTED	NULL	752	2025-09-14 16:52:48.101950-06:00
579	quickbooks_csv	580	2019-06-22	LIQUORSTORE		CAD	18.30	0.72	17.58	OTHER_EXPENSE	Cash	POSTED	NULL	594	2025-09-14 16:52:48.101950-06:00
512	quickbooks_csv	513	2019-02-13	LUCKY		CAD	2.60	0.12	2.48	OTHER_EXPENSE	Cash	POSTED	NULL	527	2025-09-14 16:52:48.101950-06:00
78	quickbooks_csv	78	2019-04-11	MAC'S CONVENIENCE		CAD	20.00	0.95	19.05	OTHER_EXPENSE	Debit	POSTED	NULL	94	2025-09-14 16:52:48.101950-06:00
307	quickbooks_csv	308	2019-04-26	MOBIL		CAD	4.20	0.20	4.00	OTHER_EXPENSE	Cash	POSTED	NULL	322	2025-09-14 16:52:48.101950-06:00
575	quickbooks_csv	576	2019-11-13	MR SUDS INC		CAD	6.30	0.30	6.00	OTHER_EXPENSE	Card	POSTED	NULL	590	2025-09-14 16:52:48.101950-06:00
573	quickbooks_csv	574	2019-11-08	NATIONAL MONEY MART		CAD	486.97	23.19	463.78	OTHER_EXPENSE	Check	POSTED	NULL	588	2025-09-14 16:52:48.101950-06:00
733	quickbooks_csv	734	2019-06-15	NESTERS MARKET		CAD	14.95	0.71	14.24	OTHER_EXPENSE	Card	POSTED	NULL	748	2025-09-14 16:52:48.101950-06:00
257	quickbooks_csv	257	2019-01-24	NISKU ESSO		CAD	104.00	4.95	99.05	FUEL_EXPENSE	Card	POSTED	NULL	273	2025-09-14 16:52:48.101950-06:00
572	quickbooks_csv	573	2019-12-02	NORTHLAND RADIATOR		CAD	88.03	4.19	83.84	OTHER_EXPENSE	Debit	POSTED	NULL	587	2025-09-14 16:52:48.101950-06:00
813	quickbooks_csv	814	2019-11-18	OLYMPIA 46TH AVE		CAD	100.00	1.85	98.15	OTHER_EXPENSE	Cash	POSTED	NULL	828	2025-09-14 16:52:48.101950-06:00
471	quickbooks_csv	472	2019-03-28	ONE STOP LIQUOR		CAD	87.64	4.09	83.55	OTHER_EXPENSE	Debit	POSTED	NULL	486	2025-09-14 16:52:48.101950-06:00
665	quickbooks_csv	666	2019-10-03	PARTSOURCE		CAD	54.14	2.58	51.56	MAINTENANCE_EXPENSE	NULL	POSTED	NULL	680	2025-09-14 16:52:48.101950-06:00
333	quickbooks_csv	334	2019-01-30	PETRO-CANADA		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Card	POSTED	NULL	348	2025-09-14 16:52:48.101950-06:00
328	quickbooks_csv	329	2019-02-06	PETRO-CANADA		CAD	29.38	1.40	27.98	FUEL_EXPENSE	Debit	POSTED	NULL	343	2025-09-14 16:52:48.101950-06:00
391	quickbooks_csv	392	2019-02-07	PETRO-CANADA		CAD	61.37	2.92	58.45	FUEL_EXPENSE	Debit	POSTED	NULL	406	2025-09-14 16:52:48.101950-06:00
73	quickbooks_csv	73	2019-03-04	PETRO-CANADA		CAD	20.00	1.51	18.49	FUEL_EXPENSE	Card	POSTED	NULL	89	2025-09-14 16:52:48.101950-06:00
227	quickbooks_csv	227	2019-03-04	PETRO-CANADA		CAD	11.69	0.56	11.13	FUEL_EXPENSE	Card	POSTED	NULL	243	2025-09-14 16:52:48.101950-06:00
253	quickbooks_csv	253	2019-03-05	PETRO-CANADA		CAD	23.51	1.12	22.39	FUEL_EXPENSE	Debit	POSTED	NULL	269	2025-09-14 16:52:48.101950-06:00
90	quickbooks_csv	90	2019-03-10	PETRO-CANADA		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	106	2025-09-14 16:52:48.101950-06:00
231	quickbooks_csv	231	2019-03-13	PETRO-CANADA		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Card	POSTED	NULL	247	2025-09-14 16:52:48.101950-06:00
75	quickbooks_csv	75	2019-03-14	PETRO-CANADA		CAD	20.00	3.14	16.86	FUEL_EXPENSE	Card	POSTED	NULL	91	2025-09-14 16:52:48.101950-06:00
212	quickbooks_csv	212	2019-03-16	PETRO-CANADA		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Card	POSTED	NULL	228	2025-09-14 16:52:48.101950-06:00
89	quickbooks_csv	89	2019-03-16	PETRO-CANADA		CAD	20.05	0.95	19.10	FUEL_EXPENSE	Cash	POSTED	NULL	105	2025-09-14 16:52:48.101950-06:00
74	quickbooks_csv	74	2019-03-16	PETRO-CANADA		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	90	2025-09-14 16:52:48.101950-06:00
85	quickbooks_csv	85	2019-03-28	PETRO-CANADA		CAD	8.95	0.43	8.52	FUEL_EXPENSE	Cash	POSTED	NULL	101	2025-09-14 16:52:48.101950-06:00
29	quickbooks_csv	29	2019-05-05	PETRO-CANADA		CAD	14.06	0.67	13.39	FUEL_EXPENSE	Debit	POSTED	NULL	45	2025-09-14 16:52:48.101950-06:00
629	quickbooks_csv	630	2019-07-17	PETRO-CANADA		CAD	10.00	0.48	9.52	FUEL_EXPENSE	Cash	POSTED	NULL	644	2025-09-14 16:52:48.101950-06:00
335	quickbooks_csv	336	2019-08-08	PETRO-CANADA		CAD	14.10	0.32	13.78	FUEL_EXPENSE	Cash	POSTED	NULL	350	2025-09-14 16:52:48.101950-06:00
682	quickbooks_csv	683	2019-08-24	PETRO-CANADA		CAD	13.25	0.63	12.62	FUEL_EXPENSE	Cash	POSTED	NULL	697	2025-09-14 16:52:48.101950-06:00
712	quickbooks_csv	713	2019-09-06	PETRO-CANADA		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Debit	POSTED	NULL	727	2025-09-14 16:52:48.101950-06:00
529	quickbooks_csv	530	2019-11-02	PETRO-CANADA		CAD	45.55	2.17	43.38	FUEL_EXPENSE	Cash	POSTED	NULL	544	2025-09-14 16:52:48.101950-06:00
530	quickbooks_csv	531	2019-11-02	PETRO-CANADA		CAD	83.00	3.95	79.05	FUEL_EXPENSE	Cash	POSTED	NULL	545	2025-09-14 16:52:48.101950-06:00
518	quickbooks_csv	519	2019-11-18	PETRO-CANADA		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Debit	POSTED	NULL	533	2025-09-14 16:52:48.101950-06:00
145	quickbooks_csv	145	2019-08-06	PETROCANADA		CAD	36.00	1.24	34.76	FUEL_EXPENSE	Cash	POSTED	NULL	161	2025-09-14 16:52:48.101950-06:00
531	quickbooks_csv	532	2019-11-13	PETROCANADA		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	546	2025-09-14 16:52:48.101950-06:00
612	quickbooks_csv	613	2019-12-21	PHU QUY RESTAURANT		CAD	10.71	0.51	10.20	OTHER_EXPENSE	Cash	POSTED	NULL	627	2025-09-14 16:52:48.101950-06:00
