source_file,transaction_date,type,num,name,memo,account,debit,credit,amount
journal 2025.CSV,2013-10-13,Cheque,Vi3983,Mr Suds,,1090 · Bank Shareholder,0.00,6.00,-6.00
journal 2025.CSV,2013-10-14,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,38.00,-38.00
journal 2025.CSV,2013-10-14,Bill,5567,Royal Refrigeration Ltd,,2000 · Accounts Payable,0.00,899.85,-899.85
journal 2025.CSV,2013-10-14,Bill Pmt -Cheque,cash,Royal Refrigeration Ltd,,1090 · Bank Shareholder,0.00,899.85,-899.85
journal 2025.CSV,2013-10-14,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,35.00,-35.00
journal 2025.CSV,2013-10-15,Cheque,dd,Bank Charges & Interest,,1010 · Scotia Bank Main,0.00,1.50,-1.50
journal 2025.CSV,2013-10-15,Cheque,dd,Bank Charges & Interest,,1010 · Scotia Bank Main,0.00,35.00,-35.00
journal 2025.CSV,2013-10-15,Cheque,dd,,,1010 · Scotia Bank Main,0.00,3496.08,-3496.08
journal 2025.CSV,2013-10-15,Cheque,w/d,Paul Richard (v),,1010 · Scotia Bank Main,0.00,202.00,-202.00
journal 2025.CSV,2013-10-15,Cheque,dd,Heffner Lexus Toyota,,1010 · Scotia Bank Main,0.00,2525.25,-2525.25
journal 2025.CSV,2013-10-15,Bill,12508,Automotive Universe,,2000 · Accounts Payable,0.00,84.00,-84.00
journal 2025.CSV,2013-10-15,Bill,12507,Automotive Universe,,2000 · Accounts Payable,0.00,162.75,-162.75
journal 2025.CSV,2013-10-15,Cheque,dd,Heffner Lexus Toyota,,1010 · Scotia Bank Main,0.00,738.41,-738.41
journal 2025.CSV,2013-10-15,Cheque,w/d,Paul Richard (v),,1010 · Scotia Bank Main,0.00,200.00,-200.00
journal 2025.CSV,2013-10-15,Cheque,dd,Tim Horton's,,1010 · Scotia Bank Main,0.00,8.40,-8.40
journal 2025.CSV,2013-10-15,Cheque,Vi3983,Calgary Parking Authority.,,1090 · Bank Shareholder,0.00,6.00,-6.00
journal 2025.CSV,2013-10-15,Cheque,dd,City Center Vacuum,,1010 · Scotia Bank Main,0.00,223.65,-223.65
journal 2025.CSV,2013-10-15,Cheque,dd,Le Chateau,,1010 · Scotia Bank Main,0.00,52.45,-52.45
journal 2025.CSV,2013-10-15,Cheque,dd,The Ranch House,,1010 · Scotia Bank Main,0.00,39.49,-39.49
journal 2025.CSV,2013-10-15,Cheque,dd,Ace Truck,,1010 · Scotia Bank Main,0.00,2720.40,-2720.40
journal 2025.CSV,2013-10-15,Cheque,dd,Bank Charges & Interest,,1010 · Scotia Bank Main,0.00,7.50,-7.50
journal 2025.CSV,2013-10-15,Cheque,w/d,Paul Richard (v),,1010 · Scotia Bank Main,0.00,100.00,-100.00
journal 2025.CSV,2013-10-16,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,45.00,-45.00
journal 2025.CSV,2013-10-16,Cheque,cash,Super Clean Car Wash,,1090 · Bank Shareholder,0.00,6.00,-6.00
journal 2025.CSV,2013-10-16,Bill,5598,Royal Refrigeration Ltd,,2000 · Accounts Payable,0.00,261.27,-261.27
journal 2025.CSV,2013-10-16,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,20.00,-20.00
journal 2025.CSV,2013-10-16,Cheque,dd7425,Calgary Parking Authority.,,1090 · Bank Shareholder,0.00,6.00,-6.00
journal 2025.CSV,2013-10-16,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,30.00,-30.00
journal 2025.CSV,2013-10-17,Cheque,cash,Real Canadian Super Store,,1090 · Bank Shareholder,0.00,42.95,-42.95
journal 2025.CSV,2013-10-17,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,40.00,-40.00
journal 2025.CSV,2013-10-17,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,71.00,-71.00
journal 2025.CSV,2013-10-17,Bill Pmt -Cheque,255,Action Pages Canada,,1010 · Scotia Bank Main,0.00,857.50,-857.50
journal 2025.CSV,2013-10-17,Cheque,dd8508,Petro Canada,,1090 · Bank Shareholder,0.00,10.00,-10.00
journal 2025.CSV,2013-10-17,Bill,2197864973 101713,Telus Communications,,2000 · Accounts Payable,0.00,81.32,-81.32
journal 2025.CSV,2013-10-17,Cheque,dd,Liquor Barn,,1010 · Scotia Bank Main,0.00,28.45,-28.45
journal 2025.CSV,2013-10-17,Bill,2159581494 101713,Telus Communications,,2000 · Accounts Payable,0.00,1655.63,-1655.63
journal 2025.CSV,2013-10-17,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,56.00,-56.00
journal 2025.CSV,2013-10-17,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,20.00,-20.00
journal 2025.CSV,2013-10-17,Bill,255414 101713,Action Pages Canada,,2000 · Accounts Payable,0.00,2572.50,-2572.50
journal 2025.CSV,2013-10-18,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,61.00,-61.00
journal 2025.CSV,2013-10-18,Cheque,dd,Fas Gas Plus,,1010 · Scotia Bank Main,0.00,144.97,-144.97
journal 2025.CSV,2013-10-18,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,36.00,-36.00
journal 2025.CSV,2013-10-18,Cheque,cash,Wendy's,,1090 · Bank Shareholder,0.00,19.95,-19.95
journal 2025.CSV,2013-10-18,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,9.00,-9.00
journal 2025.CSV,2013-10-18,Cheque,cash,Red Deer Lock & Safe,,1090 · Bank Shareholder,0.00,31.50,-31.50
journal 2025.CSV,2013-10-18,Cheque,dd,Liquor Barn,,1010 · Scotia Bank Main,0.00,471.70,-471.70
journal 2025.CSV,2013-10-18,Cheque,dd,Liquor Depot,,1010 · Scotia Bank Main,0.00,58.79,-58.79
journal 2025.CSV,2013-10-19,Cheque,cash,Wendy's,,1090 · Bank Shareholder,0.00,4.70,-4.70
journal 2025.CSV,2013-10-19,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,10.00,-10.00
journal 2025.CSV,2013-10-19,Cheque,cash,Solo Liquor,,1090 · Bank Shareholder,0.00,7.00,-7.00
journal 2025.CSV,2013-10-19,Bill,19398985,WCB,,2000 · Accounts Payable,0.00,43.93,-43.93
journal 2025.CSV,2013-10-19,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,114.35,-114.35
journal 2025.CSV,2013-10-19,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,74.55,-74.55
journal 2025.CSV,2013-10-19,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,45.00,-45.00
journal 2025.CSV,2013-10-19,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,101.00,-101.00
journal 2025.CSV,2013-10-19,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,125.00,-125.00
journal 2025.CSV,2013-10-19,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,65.00,-65.00
journal 2025.CSV,2013-10-20,Credit Card Charge,4669,Finance Charges,,2300 · Capital One Mastercard 9853,0.00,32.86,-32.86
journal 2025.CSV,2013-10-20,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,38.60,-38.60
journal 2025.CSV,2013-10-20,Cheque,dd,Walmart,,1010 · Scotia Bank Main,0.00,100.44,-100.44
journal 2025.CSV,2013-10-20,Cheque,cash,Up Town Liquor Store,,1090 · Bank Shareholder,0.00,91.20,-91.20
journal 2025.CSV,2013-10-20,Cheque,cash,Esso,,1090 · Bank Shareholder,0.00,32.00,-32.00
journal 2025.CSV,2013-10-20,Cheque,dd,Co-op,,1010 · Scotia Bank Main,0.00,30.00,-30.00
journal 2025.CSV,2013-10-20,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,75.00,-75.00
journal 2025.CSV,2013-10-20,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,7.00,-7.00
journal 2025.CSV,2013-10-20,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,6.00,-6.00
journal 2025.CSV,2013-10-20,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,54.35,-54.35
journal 2025.CSV,2013-10-20,Cheque,cash,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,14.30,-14.30
journal 2025.CSV,2013-10-20,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,40.30,-40.30
journal 2025.CSV,2013-10-21,Cheque,253,Jeannie Shillington,,1010 · Scotia Bank Main,0.00,1000.00,-1000.00
journal 2025.CSV,2013-10-21,Cheque,dd,Kinsmen Club,,1010 · Scotia Bank Main,0.00,510.00,-510.00
journal 2025.CSV,2013-10-21,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,32.00,-32.00
journal 2025.CSV,2013-10-21,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,32.00,-32.00
journal 2025.CSV,2013-10-21,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,110.00,-110.00
journal 2025.CSV,2013-10-21,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,4.45,-4.45
journal 2025.CSV,2013-10-21,Cheque,dd,Equity Premium Finance,,1010 · Scotia Bank Main,0.00,1157.94,-1157.94
journal 2025.CSV,2013-10-22,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,44.80,-44.80
journal 2025.CSV,2013-10-22,Bill Pmt -Cheque,dd,Rogers,4-8400-0872,1010 · Scotia Bank Main,0.00,1000.00,-1000.00
journal 2025.CSV,2013-10-22,Cheque,dd,Liquor Barn,,1010 · Scotia Bank Main,0.00,210.46,-210.46
journal 2025.CSV,2013-10-23,Cheque,dd,Mongolie Grill,,1010 · Scotia Bank Main,0.00,81.51,-81.51
journal 2025.CSV,2013-10-23,Cheque,dd,Prairie Office Supplies,,1010 · Scotia Bank Main,0.00,50.75,-50.75
journal 2025.CSV,2013-10-23,Cheque,dd,Fas Gas Plus,,1010 · Scotia Bank Main,0.00,49.00,-49.00
journal 2025.CSV,2013-10-23,Cheque,dd,Staples,,1010 · Scotia Bank Main,0.00,478.04,-478.04
journal 2025.CSV,2013-10-23,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,35.00,-35.00
journal 2025.CSV,2013-10-23,Credit Card Charge,4639,Finance Charges,,2310 · RBC Visa 9016 - No Rec,0.00,80.74,-80.74
journal 2025.CSV,2013-10-23,Cheque,Vi3983,Liquor Barn,,1090 · Bank Shareholder,0.00,53.16,-53.16
journal 2025.CSV,2013-10-23,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,33.00,-33.00
journal 2025.CSV,2013-10-23,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,38.00,-38.00
journal 2025.CSV,2013-10-23,Cheque,cash,Locked Solid Locksmith,,1090 · Bank Shareholder,0.00,5.25,-5.25
journal 2025.CSV,2013-10-23,Cheque,Vi3983,Mr Suds,,1090 · Bank Shareholder,0.00,5.00,-5.00
journal 2025.CSV,2013-10-24,Cheque,Vi3983,Centex,,1090 · Bank Shareholder,0.00,32.00,-32.00
journal 2025.CSV,2013-10-24,Bill,23636454 102413,Telus Mobility,,2000 · Accounts Payable,0.00,131.78,-131.78
journal 2025.CSV,2013-10-24,Cheque,dd,Canadian Tire.,,1010 · Scotia Bank Main,0.00,1582.15,-1582.15
journal 2025.CSV,2013-10-24,Cheque,Vi3983,Fas Gas Plus,,1090 · Bank Shareholder,0.00,32.00,-32.00
journal 2025.CSV,2013-10-25,Cheque,cash,Co-op,,1090 · Bank Shareholder,0.00,8.95,-8.95
journal 2025.CSV,2013-10-25,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,31.90,-31.90
journal 2025.CSV,2013-10-25,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,110.20,-110.20
journal 2025.CSV,2013-10-25,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,14.00,-14.00
journal 2025.CSV,2013-10-25,Bill Pmt -Cheque,dd,Choice Auto Electric Ltd.,,1010 · Scotia Bank Main,0.00,958.90,-958.90
journal 2025.CSV,2013-10-25,Bill,88808,Choice Auto Electric Ltd.,,2000 · Accounts Payable,0.00,958.90,-958.90
journal 2025.CSV,2013-10-25,Cheque,dd,Walmart,,1010 · Scotia Bank Main,0.00,158.18,-158.18
journal 2025.CSV,2013-10-25,Cheque,dd,Princess Auto,,1010 · Scotia Bank Main,0.00,236.61,-236.61
journal 2025.CSV,2013-10-25,Cheque,dd,Tim Horton's,,1010 · Scotia Bank Main,0.00,9.24,-9.24
journal 2025.CSV,2013-10-25,Cheque,dd,Heffner Lexus Toyota,,1010 · Scotia Bank Main,0.00,914.88,-914.88
journal 2025.CSV,2013-10-25,Cheque,dd,Heffner Lexus Toyota,,1010 · Scotia Bank Main,0.00,1925.50,-1925.50
journal 2025.CSV,2013-10-25,Cheque,Vi3984,Midway Appliances,,1090 · Bank Shareholder,0.00,56.70,-56.70
journal 2025.CSV,2013-10-25,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,30.00,-30.00
journal 2025.CSV,2013-10-26,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,19.00,-19.00
journal 2025.CSV,2013-10-26,Cheque,AMEX1006,Liquor Barn,,1090 · Bank Shareholder,0.00,17.03,-17.03
journal 2025.CSV,2013-10-26,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,65.40,-65.40
journal 2025.CSV,2013-10-26,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,42.00,-42.00
journal 2025.CSV,2013-10-26,Cheque,dd,Walmart,,1010 · Scotia Bank Main,0.00,146.09,-146.09
journal 2025.CSV,2013-10-26,Cheque,dd,Fas Gas Plus,,1010 · Scotia Bank Main,0.00,160.00,-160.00
journal 2025.CSV,2013-10-26,Cheque,dd,Liquor Depot,,1010 · Scotia Bank Main,0.00,51.05,-51.05
journal 2025.CSV,2013-10-26,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,27.00,-27.00
journal 2025.CSV,2013-10-26,Cheque,cash,Grower Direct,,1090 · Bank Shareholder,0.00,31.50,-31.50
journal 2025.CSV,2013-10-26,Cheque,cash,J's Wok n Grill,,1090 · Bank Shareholder,0.00,16.65,-16.65
journal 2025.CSV,2013-10-27,Cheque,cash,Up Town Liquor Store,,1090 · Bank Shareholder,0.00,58.10,-58.10
journal 2025.CSV,2013-10-27,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,43.00,-43.00
journal 2025.CSV,2013-10-27,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,52.00,-52.00
journal 2025.CSV,2013-10-28,Cheque,Vi3983,Mr Suds,,1090 · Bank Shareholder,0.00,7.00,-7.00
journal 2025.CSV,2013-10-28,Cheque,dd,Chase Paymentech,,1010 · Scotia Bank Main,0.00,0.97,-0.97
journal 2025.CSV,2013-10-28,Cheque,Vi,Maxwell Paper,,1090 · Bank Shareholder,0.00,54.60,-54.60
journal 2025.CSV,2013-10-28,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,403.45,-403.45
journal 2025.CSV,2013-10-29,Cheque,cash,Domo Gas,,1090 · Bank Shareholder,0.00,56.25,-56.25
journal 2025.CSV,2013-10-29,Bill Pmt -Cheque,dd,WCB,4943477,1010 · Scotia Bank Main,0.00,780.00,-780.00
journal 2025.CSV,2013-10-29,Cheque,cash,Boston Pizza.,,1090 · Bank Shareholder,0.00,16.75,-16.75
journal 2025.CSV,2013-10-29,Cheque,cash,Boston Pizza.,,1090 · Bank Shareholder,0.00,24.95,-24.95
journal 2025.CSV,2013-10-29,Cheque,cash,Domo Gas,,1090 · Bank Shareholder,0.00,32.00,-32.00
journal 2025.CSV,2013-10-29,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,8.00,-8.00
journal 2025.CSV,2013-10-29,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,37.00,-37.00
journal 2025.CSV,2013-10-29,Cheque,cash,7-11,,1090 · Bank Shareholder,0.00,7.00,-7.00
journal 2025.CSV,2013-10-29,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,39.30,-39.30
journal 2025.CSV,2013-10-29,Cheque,cash,Axe Music Inc.,,1090 · Bank Shareholder,0.00,62.95,-62.95
journal 2025.CSV,2013-10-30,Credit Card Charge,4641,Hertz,,2310 · RBC Visa 9016 - No Rec,0.00,202.39,-202.39
journal 2025.CSV,2013-10-30,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,28.00,-28.00
journal 2025.CSV,2013-10-30,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,101.00,-101.00
journal 2025.CSV,2013-10-30,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,90.05,-90.05
journal 2025.CSV,2013-10-30,Bill Pmt -Cheque,dd,Carriage Auto Upholstery,Original Date 12/09/11,1010 · Scotia Bank Main,0.00,189.00,-189.00
journal 2025.CSV,2013-10-30,Bill,36994,Carriage Auto Upholstery,Original Date 12/09/11,2000 · Accounts Payable,0.00,189.00,-189.00
journal 2025.CSV,2013-10-31,Cheque,cash,Padmanadi Vegetarian Restaurant,,1090 · Bank Shareholder,0.00,16.80,-16.80
journal 2025.CSV,2013-10-31,Cheque,cash,Home Depot,,1090 · Bank Shareholder,0.00,20.95,-20.95
journal 2025.CSV,2013-10-31,Cheque,dd2921,Liquor Barn,,1090 · Bank Shareholder,0.00,48.06,-48.06
journal 2025.CSV,2013-10-31,Bill,62125,Big 105,,2000 · Accounts Payable,0.00,630.00,-630.00
journal 2025.CSV,2013-10-31,Bill,SI00071,Kirk's Tire (Red Deer) Ltd.,,2000 · Accounts Payable,0.00,63.87,-63.87
journal 2025.CSV,2013-10-31,Bill,5205,Fibrenew,,2000 · Accounts Payable,0.00,270.15,-270.15
journal 2025.CSV,2013-10-31,Deposit,5135,,Deposit,1010 · Scotia Bank Main,52726.85,0.00,52726.85
journal 2025.CSV,2013-10-31,Cheque,257,"Richard, Karen",,1010 · Scotia Bank Main,0.00,1200.00,-1200.00
journal 2025.CSV,2013-10-31,Cheque,dd,Bank Charges & Interest,,1010 · Scotia Bank Main,0.00,124.47,-124.47
journal 2025.CSV,2013-10-31,Cheque,dd,"Berglund, Louise",,1010 · Scotia Bank Main,0.00,500.00,-500.00
journal 2025.CSV,2013-10-31,Cheque,dd,Shoppers Drug Mart,,1010 · Scotia Bank Main,0.00,216.81,-216.81
journal 2025.CSV,2013-10-31,Cheque,dd,Bank Charges & Interest,Service Charge,1000 · CIBC Bank 1615,0.00,109.49,-109.49
journal 2025.CSV,2013-10-31,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,34.65,-34.65
journal 2025.CSV,2013-10-31,Cheque,cash,Esso,,1090 · Bank Shareholder,0.00,30.15,-30.15
journal 2025.CSV,2013-11-01,Cheque,262,Tammy Pettitt,,1010 · Scotia Bank Main,0.00,899.55,-899.55
journal 2025.CSV,2013-11-01,Cheque,267,Douglas Redmond,,1010 · Scotia Bank Main,0.00,1919.66,-1919.66
journal 2025.CSV,2013-11-01,Bill Pmt -Cheque,270,Fibrenew,,1010 · Scotia Bank Main,0.00,451.77,-451.77
journal 2025.CSV,2013-11-01,Cheque,264,Paul Mansell,,1010 · Scotia Bank Main,0.00,1028.61,-1028.61
journal 2025.CSV,2013-11-01,Cheque,263,Stephen Meek,263 VOID: Due to NSF - $2393.40,1090 · Bank Shareholder,0.00,2393.40,-2393.40
journal 2025.CSV,2013-11-01,Cheque,259,Larry Taylor,,1010 · Scotia Bank Main,0.00,244.55,-244.55
journal 2025.CSV,2013-11-01,Cheque,Cash,Jeannie Shillington,260 VOID: Due to NSF - $1683.63 - Paid Cash,1090 · Bank Shareholder,0.00,1683.63,-1683.63
journal 2025.CSV,2013-11-01,Cheque,261,James Ross,,1010 · Scotia Bank Main,0.00,531.62,-531.62
journal 2025.CSV,2013-11-01,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,40.00,-40.00
journal 2025.CSV,2013-11-01,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,28.30,-28.30
journal 2025.CSV,2013-11-01,Cheque,268,Jeff Brill,,1010 · Scotia Bank Main,0.00,36.79,-36.79
journal 2025.CSV,2013-11-01,Cheque,cash,Hooters,,1090 · Bank Shareholder,0.00,41.95,-41.95
journal 2025.CSV,2013-11-01,Credit Card Charge,4642,Annual Fee,,2310 · RBC Visa 9016 - No Rec,0.00,39.00,-39.00
journal 2025.CSV,2013-11-01,Cheque,dd,Bank Charges & Interest,,1010 · Scotia Bank Main,0.00,5.00,-5.00
journal 2025.CSV,2013-11-01,Cheque,dd,Fas Gas Plus,,1010 · Scotia Bank Main,0.00,68.00,-68.00
journal 2025.CSV,2013-11-01,Cheque,dd,Heffner Lexus Toyota,,1010 · Scotia Bank Main,0.00,889.87,-889.87
journal 2025.CSV,2013-11-01,Cheque,dd,Ace Truck,,1010 · Scotia Bank Main,0.00,2695.40,-2695.40
journal 2025.CSV,2013-11-01,Cheque,cash,Liquor Depot,,1090 · Bank Shareholder,0.00,10.05,-10.05
journal 2025.CSV,2013-11-01,Cheque,cash,7-11,,1090 · Bank Shareholder,0.00,150.00,-150.00
journal 2025.CSV,2013-11-01,Bill,5259,Fibrenew,,2000 · Accounts Payable,0.00,1706.25,-1706.25
journal 2025.CSV,2013-11-02,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,42.00,-42.00
journal 2025.CSV,2013-11-02,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,108.25,-108.25
journal 2025.CSV,2013-11-02,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,41.00,-41.00
journal 2025.CSV,2013-11-02,Cheque,dd,Liquor Barn,,1010 · Scotia Bank Main,0.00,72.00,-72.00
journal 2025.CSV,2013-11-03,Cheque,Vi3983,Mr Suds,,1090 · Bank Shareholder,0.00,4.00,-4.00
journal 2025.CSV,2013-11-03,Cheque,AMEX1006,Esso,,1090 · Bank Shareholder,0.00,43.01,-43.01
journal 2025.CSV,2013-11-03,Cheque,AMEX1006,Esso,,1090 · Bank Shareholder,0.00,20.00,-20.00
journal 2025.CSV,2013-11-04,Cheque,Vi3983,Mr Suds,,1090 · Bank Shareholder,0.00,4.00,-4.00
journal 2025.CSV,2013-11-04,Cheque,266,Marc A Cote,,1010 · Scotia Bank Main,0.00,383.22,-383.22
journal 2025.CSV,2013-11-04,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,36.00,-36.00
journal 2025.CSV,2013-11-04,Cheque,dd,Bank Charges & Interest,,1010 · Scotia Bank Main,0.00,42.50,-42.50
journal 2025.CSV,2013-11-04,Cheque,dd,Chase Paymentech,,1010 · Scotia Bank Main,0.00,0.25,-0.25
journal 2025.CSV,2013-11-04,Cheque,dd,Chase Paymentech,,1010 · Scotia Bank Main,0.00,261.79,-261.79
journal 2025.CSV,2013-11-04,Cheque,265,Jesse Gordon,,1010 · Scotia Bank Main,0.00,2004.21,-2004.21
journal 2025.CSV,2013-11-04,Cheque,AMEX1006,Canadian Tire.,,1090 · Bank Shareholder,0.00,2.09,-2.09
journal 2025.CSV,2013-11-04,Cheque,Vi3983,Mr Suds,,1090 · Bank Shareholder,0.00,4.00,-4.00
journal 2025.CSV,2013-11-04,Cheque,AMEX1006,Esso,,1090 · Bank Shareholder,0.00,33.00,-33.00
journal 2025.CSV,2013-11-05,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,33.00,-33.00
journal 2025.CSV,2013-11-05,Cheque,cash,Liquor Hutch,,1090 · Bank Shareholder,0.00,29.30,-29.30
journal 2025.CSV,2013-11-06,Credit Card Charge,4643,Quality Transmission,,2310 · RBC Visa 9016 - No Rec,0.00,1911.00,-1911.00
journal 2025.CSV,2013-11-06,Cheque,AMEX1006,Esso,,1090 · Bank Shareholder,0.00,16.01,-16.01
journal 2025.CSV,2013-11-06,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,47.00,-47.00
journal 2025.CSV,2013-11-06,Cheque,dd,Esso,,1010 · Scotia Bank Main,0.00,57.00,-57.00
journal 2025.CSV,2013-11-07,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,375.80,-375.80
journal 2025.CSV,2013-11-07,Cheque,dd,Fas Gas Plus,,1010 · Scotia Bank Main,0.00,127.83,-127.83
journal 2025.CSV,2013-11-07,Cheque,dd,Sylvan Electronic Services,,1010 · Scotia Bank Main,0.00,50.00,-50.00
journal 2025.CSV,2013-11-07,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,126.05,-126.05
journal 2025.CSV,2013-11-07,Cheque,cash,Wholesale Club.,,1090 · Bank Shareholder,0.00,8.40,-8.40
journal 2025.CSV,2013-11-07,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,71.45,-71.45
journal 2025.CSV,2013-11-07,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,98.00,-98.00
journal 2025.CSV,2013-11-07,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,118.90,-118.90
journal 2025.CSV,2013-11-07,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,32.65,-32.65
journal 2025.CSV,2013-11-08,Cheque,dd,Bank Charges & Interest,,1010 · Scotia Bank Main,0.00,49.00,-49.00
journal 2025.CSV,2013-11-08,Cheque,Vi3983,Mr Suds,,1090 · Bank Shareholder,0.00,14.00,-14.00
journal 2025.CSV,2013-11-08,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,21.10,-21.10
journal 2025.CSV,2013-11-08,Cheque,cash,Shoppers Drug Mart,,1090 · Bank Shareholder,0.00,4.20,-4.20
journal 2025.CSV,2013-11-08,Cheque,Vi4589,Centex,,1090 · Bank Shareholder,0.00,71.40,-71.40
journal 2025.CSV,2013-11-08,Cheque,dd3422,Esso,,1090 · Bank Shareholder,0.00,36.14,-36.14
journal 2025.CSV,2013-11-08,Cheque,w/d,Paul Richard (v),,1010 · Scotia Bank Main,0.00,201.85,-201.85
journal 2025.CSV,2013-11-08,Cheque,dd,Cooperators CSI,,1010 · Scotia Bank Main,0.00,128.33,-128.33
journal 2025.CSV,2013-11-08,Cheque,dd,Centex,,1010 · Scotia Bank Main,0.00,44.00,-44.00
journal 2025.CSV,2013-11-09,Cheque,Vi4589,Petro Canada,,1090 · Bank Shareholder,0.00,42.00,-42.00
journal 2025.CSV,2013-11-09,Cheque,dd,Fas Gas Plus,,1010 · Scotia Bank Main,0.00,125.67,-125.67
journal 2025.CSV,2013-11-09,Cheque,dd,Liquor Barn,,1010 · Scotia Bank Main,0.00,118.04,-118.04
journal 2025.CSV,2013-11-09,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,100.00,-100.00
journal 2025.CSV,2013-11-09,Cheque,cash,Save On Foods,,1090 · Bank Shareholder,0.00,18.90,-18.90
journal 2025.CSV,2013-11-09,Cheque,Vi3983,Safeway,,1090 · Bank Shareholder,0.00,15.64,-15.64
journal 2025.CSV,2013-11-09,Cheque,Vi3983,Mr Suds,,1090 · Bank Shareholder,0.00,12.00,-12.00
journal 2025.CSV,2013-11-10,Bill,2551215290 111013,Telus Communications,,2000 · Accounts Payable,0.00,68.24,-68.24
journal 2025.CSV,2013-11-10,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,95.00,-95.00
