FULL RECEIPTS REPORT FOR 2019 (All Columns, Including Nulls)
========================================================================================================================
id	source_system	source_reference	receipt_date	vendor_name	description	currency	gross_amount	gst_amount	net_amount	expense_account	payment_method	validation_status	validation_reason	event_batch_id	source_hash	created_at
45	quickbooks_csv	45	2019-06-28	Fas Gas RED DEER		CAD	59.00	2.81	56.19	FUEL_EXPENSE	Card	POSTED	NULL	61	2581f2b81f85ab7bc2e1e5052e4ce86cb8c02f63cee8950227544d2851602f1a	2025-09-14 16:52:48.101950-06:00
180	quickbooks_csv	180	2019-06-28	Fas Gas RED DEER		CAD	54.00	2.57	51.43	FUEL_EXPENSE	Cash	POSTED	NULL	196	4c0e4c89aaa5bebaaa6aefe0dbdf2a4753ca33721107979c8b208db08e88b08b	2025-09-14 16:52:48.101950-06:00
203	quickbooks_csv	203	2019-06-29	Fas Gas RED DEER		CAD	15.10	0.72	14.38	FUEL_EXPENSE	Cash	POSTED	NULL	219	d63690be4ba129e842a9f50ff30de60b95490e9af6d243f66415e52cc4c05e4f	2025-09-14 16:52:48.101950-06:00
202	quickbooks_csv	202	2019-06-29	Fas Gas RED DEER		CAD	130.00	6.19	123.81	FUEL_EXPENSE	Cash	POSTED	NULL	218	3bd99ed9f877fc1a37ec3572e3cf20c4b6dd54d5c2759c3596062c38de6c3a50	2025-09-14 16:52:48.101950-06:00
113	quickbooks_csv	113	2019-06-29	Fas Gas RED DEER		CAD	186.06	8.86	177.20	FUEL_EXPENSE	Card	POSTED	NULL	129	b176943a43b5350117706029c9b8cfdb35843f1a2404691be9748daeaff89ed9	2025-09-14 16:52:48.101950-06:00
200	quickbooks_csv	200	2019-06-30	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	216	aa884dcfd3a1b2bda71d83c93ec1840e4c4cb347d18f4d21378ba9d3631a7648	2025-09-14 16:52:48.101950-06:00
708	quickbooks_csv	709	2019-07-11	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Debit	POSTED	NULL	723	ef2c10bc3000bf3776aca6f8cacd6949c5b68a1a8f46c5c4fa7628138e171d75	2025-09-14 16:52:48.101950-06:00
640	quickbooks_csv	641	2019-07-12	Fas Gas RED DEER		CAD	85.51	4.07	81.44	FUEL_EXPENSE	Debit	POSTED	NULL	655	2dcd3c34fa1e43066d38fd8ca4194ae26a16a55a37a04c9a2b40a2913a112e16	2025-09-14 16:52:48.101950-06:00
635	quickbooks_csv	636	2019-07-12	Fas Gas RED DEER		CAD	84.00	4.00	80.00	FUEL_EXPENSE	Debit	POSTED	NULL	650	bdad3d756d79ee6c783c5f2a2627ab0bcfb9caa1ddc43dbd3bb9caf91fb48549	2025-09-14 16:52:48.101950-06:00
109	quickbooks_csv	109	2019-07-12	Fas Gas RED DEER		CAD	103.00	4.90	98.10	FUEL_EXPENSE	Card	POSTED	NULL	125	17dce0bf7f7bae8e50a48fab05fc05cee2493de67503af06bc6c40d3b7efd88f	2025-09-14 16:52:48.101950-06:00
148	quickbooks_csv	148	2019-07-14	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	164	fab2edeb54d87fb7274947889d96411ce6fd6255d1f9eccbfffa54c3b1cc3b52	2025-09-14 16:52:48.101950-06:00
710	quickbooks_csv	711	2019-07-21	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	725	204f82407c65483b5942a132ce196bbe2c3d802c66c1815d3b8cb100240561d6	2025-09-14 16:52:48.101950-06:00
149	quickbooks_csv	149	2019-07-24	Fas Gas RED DEER		CAD	98.00	4.67	93.33	FUEL_EXPENSE	Debit	POSTED	NULL	165	17beb1d2632dffb609fd8c3e88b70583878a001152679ba09f86bedace96f169	2025-09-14 16:52:48.101950-06:00
666	quickbooks_csv	667	2019-07-27	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	681	d825088c4703b5ad16e008650f86ae1cac714c3faa7f1257224b902936dcd72e	2025-09-14 16:52:48.101950-06:00
652	quickbooks_csv	653	2019-07-27	Fas Gas RED DEER		CAD	65.00	3.10	61.90	FUEL_EXPENSE	Cash	POSTED	NULL	667	812fcb3a67a35f93d81843205405a28d04e927d428e9a7a4a9da5a08368a0bf3	2025-09-14 16:52:48.101950-06:00
674	quickbooks_csv	675	2019-08-03	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	689	045644b7bc92c8443d1d56c7dd8e897c0d3c16ec6ee605296985c204cf8fd3a0	2025-09-14 16:52:48.101950-06:00
690	quickbooks_csv	691	2019-08-03	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	705	c627054ce1f49ce17597459c191d94058eae80bb912933d2b0e0123874358df2	2025-09-14 16:52:48.101950-06:00
132	quickbooks_csv	132	2019-08-03	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Card	POSTED	NULL	148	4c6d7e4d7e9045d44dfe1d3b149d8316a4e51670d69e29cd4ec2f3a0dda83046	2025-09-14 16:52:48.101950-06:00
131	quickbooks_csv	131	2019-08-04	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	147	510e58e99efd672a152eec942f9e612277f217291fb7af15ea0cdb0ddce8c987	2025-09-14 16:52:48.101950-06:00
133	quickbooks_csv	133	2019-08-07	Fas Gas RED DEER		CAD	59.35	2.83	56.52	FUEL_EXPENSE	Cash	POSTED	NULL	149	9d631dea41163e96d9ca7f3a0a8655fc760829d595691891340cad9441200f8b	2025-09-14 16:52:48.101950-06:00
134	quickbooks_csv	134	2019-08-08	Fas Gas RED DEER		CAD	19.00	0.90	18.10	FUEL_EXPENSE	Cash	POSTED	NULL	150	811492d0b0411f5f15931cd5eb34685ea288739c797c4510ec3f2e6f0614141f	2025-09-14 16:52:48.101950-06:00
135	quickbooks_csv	135	2019-08-08	Fas Gas RED DEER		CAD	7.40	0.35	7.05	FUEL_EXPENSE	Cash	POSTED	NULL	151	741c24eb7e8cf0b7d6b7572ff4b79a724284ed696e255e12fefc8d1176a35d16	2025-09-14 16:52:48.101950-06:00
155	quickbooks_csv	155	2019-08-09	Fas Gas RED DEER		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	171	e9293162237a43d87dc3d1b5b91703531d286cb27eb4de4745d35f9bab8f7115	2025-09-14 16:52:48.101950-06:00
139	quickbooks_csv	139	2019-08-11	Fas Gas RED DEER		CAD	44.00	2.10	41.90	FUEL_EXPENSE	Cash	POSTED	NULL	155	dbb57ad2b60caa60097d23003a9b36054898c210ec511ffabe613b392d699f27	2025-09-14 16:52:48.101950-06:00
698	quickbooks_csv	699	2019-08-31	Fas Gas RED DEER		CAD	27.55	1.31	26.24	FUEL_EXPENSE	Cash	POSTED	NULL	713	b2e4ccb58652f302ae26aac72733072b873ae320cf2988a8009c1deffd65917c	2025-09-14 16:52:48.101950-06:00
661	quickbooks_csv	662	2019-09-03	Fas Gas RED DEER		CAD	81.00	3.86	77.14	FUEL_EXPENSE	Cash	POSTED	NULL	676	d60e8435729359ec2369cf567123625a6af2df6e9208b08d46dee5569a1d5276	2025-09-14 16:52:48.101950-06:00
620	quickbooks_csv	621	2019-09-06	Fas Gas RED DEER		CAD	6.00	1.00	5.00	FUEL_EXPENSE	Cash	POSTED	NULL	635	0588b35e330190d7083983399ef2761ccec5ac44a7ec851ff90416be834f858f	2025-09-14 16:52:48.101950-06:00
624	quickbooks_csv	625	2019-09-06	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	639	ba53fdabd79cbbbb4c641bc457cb7426c86f918a28d4585777e5e4a124f8a4bf	2025-09-14 16:52:48.101950-06:00
623	quickbooks_csv	624	2019-09-06	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	638	b584f5b37ce54e2d43745a181b90bc885aab8aeef495203f622e5fa4c09735c4	2025-09-14 16:52:48.101950-06:00
622	quickbooks_csv	623	2019-09-06	Fas Gas RED DEER		CAD	123.00	5.86	117.14	FUEL_EXPENSE	Cash	POSTED	NULL	637	4635e18ec7d4ad8f9681acee1e1ffcd9987b8ad4aea16512fe4d114475ff0941	2025-09-14 16:52:48.101950-06:00
621	quickbooks_csv	622	2019-09-06	Fas Gas RED DEER		CAD	70.00	3.33	66.67	FUEL_EXPENSE	Cash	POSTED	NULL	636	d4d0d9ef3bd7bf1aed16a38919b2b564be03c31524329d4f80c0d50bbc2ab675	2025-09-14 16:52:48.101950-06:00
619	quickbooks_csv	620	2019-09-06	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	634	048d98915328b731e41b0576bbdeacec1ad3c3e4eb19e618e01f4b1e20afd11b	2025-09-14 16:52:48.101950-06:00
671	quickbooks_csv	672	2019-09-09	Fas Gas RED DEER		CAD	55.00	2.62	52.38	FUEL_EXPENSE	Cash	POSTED	NULL	686	c2f2cd64f7db8e2510ac95b08fa9933f94fc96aadc619f23e1123c70919e0097	2025-09-14 16:52:48.101950-06:00
659	quickbooks_csv	660	2019-09-11	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	674	6cd03ebe98c80329069efe8e770d34a0c4e5d3b0b06ee19e3f90efcc74cf0385	2025-09-14 16:52:48.101950-06:00
23	quickbooks_csv	23	2019-09-11	Fas Gas RED DEER		CAD	5.00	0.24	4.76	FUEL_EXPENSE	Cash	POSTED	NULL	39	2f3830fc4f9276d6c4cd9bcc1ce6f628927a357d6ec31f740ae4df946c1a8abc	2025-09-14 16:52:48.101950-06:00
713	quickbooks_csv	714	2019-09-15	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Card	POSTED	NULL	728	9b9e1d8847398ab17bbd06487facbcb7fcfa11d8299bdde0e577f35b2cf18362	2025-09-14 16:52:48.101950-06:00
660	quickbooks_csv	661	2019-09-23	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	675	8a2944a10b596068cc6ddc7b0c75996422600d8138d25f2bcf62bd4fef8a1b04	2025-09-14 16:52:48.101950-06:00
701	quickbooks_csv	702	2019-09-28	Fas Gas RED DEER		CAD	70.00	3.33	66.67	FUEL_EXPENSE	Debit	POSTED	NULL	716	c66df3a7a033b02e55ac49d8406152fc1dfd3191eda8b8108710bfe76e00314f	2025-09-14 16:52:48.101950-06:00
706	quickbooks_csv	707	2019-09-29	Fas Gas RED DEER		CAD	38.85	1.74	37.11	FUEL_EXPENSE	Cash	POSTED	NULL	721	4503a47e5625d5891ccee77e608f747b177a93cdfad8ecce254e5fa08ab37bb5	2025-09-14 16:52:48.101950-06:00
702	quickbooks_csv	703	2019-09-30	Fas Gas RED DEER		CAD	33.50	1.60	31.90	FUEL_EXPENSE	Debit	POSTED	NULL	717	fe409df3e41b5bcfa2e69f9dd7b26facf9c3448f744c1522ce1a57bedd53a685	2025-09-14 16:52:48.101950-06:00
249	quickbooks_csv	249	2019-10-05	Fas Gas RED DEER		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Card	POSTED	NULL	265	b50fff32149a04d569de359dd631c35f4bf4722cb36cac3f3ee39a974296c653	2025-09-14 16:52:48.101950-06:00
654	quickbooks_csv	655	2019-10-23	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Card	POSTED	NULL	669	0fa1ae2f83781eda29a3401904ece71b2b3a2d5b4e2163108a5d14cc49f23bf6	2025-09-14 16:52:48.101950-06:00
655	quickbooks_csv	656	2019-10-27	Fas Gas RED DEER		CAD	35.00	1.67	33.33	FUEL_EXPENSE	Card	POSTED	NULL	670	f447ae9837c02d7a42ca2436e64177c6316943aaf53d8abd422153cb4cf64273	2025-09-14 16:52:48.101950-06:00
788	quickbooks_csv	789	2019-10-29	Fas Gas RED DEER		CAD	141.00	6.71	134.29	FUEL_EXPENSE	Cash	POSTED	NULL	803	f48713642bc91181e8f2ecf2b6dad19b2116de8cfea565e052b9645c7d5deca4	2025-09-14 16:52:48.101950-06:00
781	quickbooks_csv	782	2019-10-29	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	796	dcf7da72b4ceb91349f6659dd5e80f4982ac2fda1402d54789430f7f743046e7	2025-09-14 16:52:48.101950-06:00
648	quickbooks_csv	649	2019-10-29	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	663	0a7849de65839a0654c5feb1a1835bdd02c3c8b053dfe8b71601f492f083cfec	2025-09-14 16:52:48.101950-06:00
783	quickbooks_csv	784	2019-10-29	Fas Gas RED DEER		CAD	87.00	4.14	82.86	FUEL_EXPENSE	Cash	POSTED	NULL	798	d5f4a88cdb382d0a878c2c291b92a7fd181b0fe8f4ce6666d8d0ff00cd5e3311	2025-09-14 16:52:48.101950-06:00
786	quickbooks_csv	787	2019-10-30	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	801	285557e21ef38ef350eff0c393d85c1840b777fc8241d1c203507d11959acfcc	2025-09-14 16:52:48.101950-06:00
240	quickbooks_csv	240	2019-11-02	Fas Gas RED DEER		CAD	25.00	1.19	23.81	FUEL_EXPENSE	NULL	POSTED	NULL	256	06119a51a786b576b94c05d6f4a1420e1744bb31a6261dcb6798e1fd6ea3539a	2025-09-14 16:52:48.101950-06:00
534	quickbooks_csv	535	2019-11-03	Fas Gas RED DEER		CAD	10.48	10.48	0.00	FUEL_EXPENSE	interac	POSTED	NULL	549	5e450b03add24ac997eff34c30fe67e003fad1ee4c98807387b40f9fcf07adbe	2025-09-14 16:52:48.101950-06:00
517	quickbooks_csv	518	2019-11-28	Fas Gas RED DEER		CAD	52.90	2.52	50.38	FUEL_EXPENSE	Cash	POSTED	NULL	532	4c7a7fb6165da3e80f8fdc97e7fb980615fe8d063cd97f0f7e9422640c696361	2025-09-14 16:52:48.101950-06:00
559	quickbooks_csv	560	2019-12-06	Fas Gas RED DEER		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Cash	POSTED	NULL	574	0edb445a6e254ed870fe5be692ac5cec3098ab13fb2b50d7e3734311df3c1ce2	2025-09-14 16:52:48.101950-06:00
537	quickbooks_csv	538	2019-12-20	Fas Gas RED DEER		CAD	33.99	1.62	32.37	FUEL_EXPENSE	Cash	POSTED	NULL	552	0a108a2aaf895778b6b09c1d16050bdb677b23bcaf079f855a20b4446a3eeb78	2025-09-14 16:52:48.101950-06:00
547	quickbooks_csv	548	2019-12-21	Fas Gas RED DEER		CAD	36.30	1.73	34.57	FUEL_EXPENSE	Cash	POSTED	NULL	562	0a70e9afd161ca42d9d6ece297a68f6ec60fb7ff1c915bd8f63ee1f01dfda071	2025-09-14 16:52:48.101950-06:00
544	quickbooks_csv	545	2019-12-30	Fas Gas RED DEER		CAD	128.25	6.11	122.14	FUEL_EXPENSE	Debit	POSTED	NULL	559	f7c133ced53973bc7bcdea365da8634316281fba153b0dd51f619111725da72a	2025-09-14 16:52:48.101950-06:00
536	quickbooks_csv	537	2019-12-30	Fas Gas RED DEER		CAD	27.04	1.29	25.75	FUEL_EXPENSE	Debit	POSTED	NULL	551	2d99ae7da1251739d60d9b809eff6da731cdaa033c0deb7ebd405c992bf92076	2025-09-14 16:52:48.101950-06:00
287	quickbooks_csv	287	2019-01-16	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Debit	POSTED	NULL	302	147e9099a0ea15e1948702c81147c7f22b4f8f3f4d3ffc205618bc6e9ddac901	2025-09-14 16:52:48.101950-06:00
345	quickbooks_csv	346	2019-02-12	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Debit	POSTED	NULL	360	adc7462fbdc7c1d5b01f433c2405d206905a7fcd4252c00a37de90c43a03b0ea	2025-09-14 16:52:48.101950-06:00
91	quickbooks_csv	91	2019-03-09	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	44.50	2.12	42.38	FUEL_EXPENSE	NULL	POSTED	NULL	107	4ec5e22f6b7a0d5df9188d342d1837b161e865bb26a2ce810b7ca95f5b47595f	2025-09-14 16:52:48.101950-06:00
30	quickbooks_csv	30	2019-05-11	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	86.00	4.10	81.90	FUEL_EXPENSE	Card	POSTED	NULL	46	c903d0dc0a796febd0baf4bb32e92e8149f0ee88c3d4654e23f249481e0648e1	2025-09-14 16:52:48.101950-06:00
184	quickbooks_csv	184	2019-06-11	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	200	64b9d5504cb2294634f92e687d2093bc898ca8ce7fc5388f6a954dc1a32bd73a	2025-09-14 16:52:48.101950-06:00
37	quickbooks_csv	37	2019-06-15	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	60.00	2.86	57.14	FUEL_EXPENSE	NULL	POSTED	NULL	53	800e14b438e70b7b82949ef38fe3ff243b0afb75dccbce79f1aa20ecb9a6b40e	2025-09-14 16:52:48.101950-06:00
181	quickbooks_csv	181	2019-06-28	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	197	2134a6d3dda3992d122a6eeb54cc647215917ae6798e9db1dc4aca6d1d5a3e7f	2025-09-14 16:52:48.101950-06:00
154	quickbooks_csv	154	2019-08-17	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	170	ea59204fbc81e1d456c99f805a931839008c3248c0337e040244e1d6c3d041a9	2025-09-14 16:52:48.101950-06:00
618	quickbooks_csv	619	2019-09-06	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	88.00	4.19	83.81	FUEL_EXPENSE	Cash	POSTED	NULL	633	04afde997196ba685a6901ea03bb5e461ebccb3ef108c7f98bccb8b7f238a48e	2025-09-14 16:52:48.101950-06:00
628	quickbooks_csv	629	2019-09-13	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	97.02	4.62	92.40	FUEL_EXPENSE	Debit	POSTED	NULL	643	a2a0011a08c2bf22b267f6b0d600b152207581f2f741f39e092a63e72c9a2ff6	2025-09-14 16:52:48.101950-06:00
691	quickbooks_csv	692	2019-09-13	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	86.00	4.10	81.90	FUEL_EXPENSE	Card	POSTED	NULL	706	b04ca7f94194bdc3896e40f9bd5ef7070158c09818f42001b7669ae550fb138f	2025-09-14 16:52:48.101950-06:00
651	quickbooks_csv	652	2019-10-03	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	24.00	1.14	22.86	FUEL_EXPENSE	Card	POSTED	NULL	666	5bc978265662f89ac2268eada05e1df71eb4e0561965f56a5873f9cb7936fa86	2025-09-14 16:52:48.101950-06:00
524	quickbooks_csv	525	2019-11-02	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	118.70	5.65	113.05	FUEL_EXPENSE	Cash	POSTED	NULL	539	52111c2abcfbac23c209dc4fefbe839b5a4791fe904360b717855e86cd4cc636	2025-09-14 16:52:48.101950-06:00
532	quickbooks_csv	533	2019-11-03	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	179.00	8.52	170.48	FUEL_EXPENSE	Debit	POSTED	NULL	547	9307326303e75441bcf32c1431264e9a6ecac4d51451ac6709f509ed58e42420	2025-09-14 16:52:48.101950-06:00
4	quickbooks_csv	4	2019-11-16	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	44.00	2.10	41.90	FUEL_EXPENSE	NULL	POSTED	NULL	20	63ce7fe8da6756e327b951b1c4dd9fd68b7339ae039a8a322ba1c2c1aad83b55	2025-09-14 16:52:48.101950-06:00
597	quickbooks_csv	598	2019-11-21	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	96.00	4.57	91.43	FUEL_EXPENSE	Debit	POSTED	NULL	612	a5a4bcfc30b976eb276a4473994488bab94991c3c15eef7982fcaa8d4d8ace4a	2025-09-14 16:52:48.101950-06:00
528	quickbooks_csv	529	2019-11-23	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	102.01	4.86	97.15	FUEL_EXPENSE	NULL	POSTED	NULL	543	0530613dcccb13736674875b1d9397a7eac70d2e1327a1e4d25aab3968d84417	2025-09-14 16:52:48.101950-06:00
601	quickbooks_csv	602	2019-11-23	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	NULL	POSTED	NULL	616	eb1077e5387a05355365995e26b3fa1bb1a333f7ce309756cf8cf3848e408069	2025-09-14 16:52:48.101950-06:00
599	quickbooks_csv	600	2019-11-30	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	64.00	3.05	60.95	FUEL_EXPENSE	NULL	POSTED	NULL	614	db29e8475b95ac219142bf85fb5509528727cba47d23f8ed96ca70efbe40d1a3	2025-09-14 16:52:48.101950-06:00
548	quickbooks_csv	549	2019-12-01	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	79.00	3.76	75.24	FUEL_EXPENSE	NULL	POSTED	NULL	563	e715e7d1013e23876260552fd20c483a964fc3f76e2caa2fdd6e23f0a8b0fbf9	2025-09-14 16:52:48.101950-06:00
550	quickbooks_csv	551	2019-12-06	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	52.00	2.48	49.52	FUEL_EXPENSE	NULL	POSTED	NULL	565	fbb53fdb4f33c588d25e4d6f29cc0240d7a5d1850ee9c883ef113aa0795b1a23	2025-09-14 16:52:48.101950-06:00
527	quickbooks_csv	528	2019-12-14	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	34.00	1.62	32.38	FUEL_EXPENSE	NULL	POSTED	NULL	542	c6dc9b1f2e472c3ad251a229650340c5bcb21c53bd6e09970b1db05b0bfbe8b4	2025-09-14 16:52:48.101950-06:00
543	quickbooks_csv	544	2019-12-18	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Card	POSTED	NULL	558	1f9a86769e7e3757bba13b11403eaaa7bc8709e9d9a723e510a4ecf7ef730021	2025-09-14 16:52:48.101950-06:00
556	quickbooks_csv	557	2019-12-21	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	89.00	4.27	84.73	FUEL_EXPENSE	NULL	POSTED	NULL	571	3eca4debc33a7a16b0eb764b632a5fb156b7cedd34904d4cf8342c8799583baa	2025-09-14 16:52:48.101950-06:00
539	quickbooks_csv	540	2019-12-21	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	113.00	5.38	107.62	FUEL_EXPENSE	NULL	POSTED	NULL	554	6214689d083da40745ba627d6358192009521a30f9fed8634637f97e150b0894	2025-09-14 16:52:48.101950-06:00
564	quickbooks_csv	565	2019-12-30	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	131.00	6.24	124.76	FUEL_EXPENSE	NULL	POSTED	NULL	579	545be25ec0a2b8de7bc4f7851532f878329e2638b56595104811d4cb75385d65	2025-09-14 16:52:48.101950-06:00
58	quickbooks_csv	58	2019-04-09	Fas Gas TIMBERLAND		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Debit	POSTED	NULL	74	c7c4d4cc060af5131c15bbfe015c02028ec2bbc49e3180ab5bf37089d90f0b4d	2025-09-14 16:52:48.101950-06:00
392	quickbooks_csv	393	2019-02-14	Fas Gas WESTP		CAD	14.70	0.70	14.00	FUEL_EXPENSE	Cash	POSTED	NULL	407	d3c2960a434669ffe0ad4b58754747ef1e0f1ee844c33882249a6c8083384343	2025-09-14 16:52:48.101950-06:00
370	quickbooks_csv	371	2019-01-04	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	95.00	4.52	90.48	FUEL_EXPENSE	Debit	POSTED	NULL	385	66b0dd59e73bcf63cadc2ee3c98ce5a17b73f4c8e228512100b250e63061317e	2025-09-14 16:52:48.101950-06:00
374	quickbooks_csv	375	2019-01-04	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	389	bd79b0b1adec613995c00d222126acfc2613f39c2f1663454334cb1a9e52a3bb	2025-09-14 16:52:48.101950-06:00
373	quickbooks_csv	374	2019-01-04	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	388	2fb5d5a75f9aec33742592a158a7b7f65fa44bfe16218d2007c5f0fcc79e5f6b	2025-09-14 16:52:48.101950-06:00
242	quickbooks_csv	242	2019-01-10	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	75.00	3.57	71.43	FUEL_EXPENSE	Debit	POSTED	NULL	258	358e527a5d2de6f77f00bd19bd069053cdbf3e57fe90ed0cb8c0d111af71207d	2025-09-14 16:52:48.101950-06:00
397	quickbooks_csv	398	2019-01-10	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	412	0ba5919289f0a67f5eed082cd3403ff771da6936273a74265565fd02f73ee010	2025-09-14 16:52:48.101950-06:00
246	quickbooks_csv	246	2019-01-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	97.11	4.62	92.49	FUEL_EXPENSE	Debit	POSTED	NULL	262	0412c720a9d67067149e301bf35911b5b787e302c848c53491b60ade258bf105	2025-09-14 16:52:48.101950-06:00
213	quickbooks_csv	213	2019-04-02	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	229	1dfab41f1ba260b66fa2dfcaadc060d07902f7537e3d50ac29ee81f7899555bd	2025-09-14 16:52:48.101950-06:00
245	quickbooks_csv	245	2019-04-13	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	6.35	0.30	6.05	FUEL_EXPENSE	Cash	POSTED	NULL	261	6e0e045e921e1d266281bd7cfece0a850181483532005dd47407a701ce273185	2025-09-14 16:52:48.101950-06:00
102	quickbooks_csv	102	2019-04-13	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	7.65	0.36	7.29	FUEL_EXPENSE	Cash	POSTED	NULL	118	6b77edb690c73d4294dfdb3044ee7490205f6cf13add7bbcedba47550663856f	2025-09-14 16:52:48.101950-06:00
62	quickbooks_csv	62	2019-04-17	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	78	c3614e77f93f5d84294ad7c843cfb99988ab11f260b75e94fad4b834c8450866	2025-09-14 16:52:48.101950-06:00
79	quickbooks_csv	79	2019-04-30	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	70.00	3.33	66.67	FUEL_EXPENSE	Cash	POSTED	NULL	95	ea845e9795f5ded9a1492a462870ffb4961d530e93d1a2811a5f2d99ce537cb6	2025-09-14 16:52:48.101950-06:00
