Date,Description,Amount,Transaction ID,Bank ID,Vendor
2019-11-22,"Point of Sale - Interac RETAIL PURCHASE 000001345052 RUN'N ON EMPTY",76.43,39926,None,""
2019-11-22,"Point of Sale - Interac RETAIL PURCHASE 000001155755 PLENTY OF LIQUO",186.43,39931,None,""
2019-11-22,"Point of Sale - Interac RETAIL PURCHASE 000001078890 PLENTY OF LIQUO",365.01,39933,None,""
2019-11-22,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE WWW.1AND1.COM 932618351559 19.98 USD @ 1.366366",27.30,39934,None,""
2019-11-22,"Point of Sale - Interac RETAIL PURCHASE 000001720002 Fas Gas SOUTHSI",96.00,39936,None,""
2019-11-25,"Point of Sale - Interac RETAIL PURCHASE 000001348012 RUN'N ON EMPTY",105.31,35734,None,""
2019-11-25,"Point of Sale - Interac RETAIL PURCHASE 932810796267 CAMBRIDGE RED D",112.95,35737,None,""
2019-11-25,"Point of Sale - Interac RETAIL PURCHASE 000001001493 COINAMATIC CANA",20.00,35738,None,""
2019-11-25,"Point of Sale - Interac RETAIL PURCHASE 932716591598 SOBEYS #9526",311.40,35739,None,""
2019-11-25,"Point of Sale - Interac RETAIL PURCHASE 000001021008 Fas Gas SOUTHSI",80.00,35740,None,""
2019-11-25,"Point of Sale - Interac RETAIL PURCHASE 000001256030 Fas Gas SOUTHSI",102.01,35741,None,""
2019-11-28,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE VCITA INC 933123901216 228.00 USD @ 1.362412",310.63,39911,None,""
2019-11-29,"Branch Transaction OVERDRAFT INTEREST CHARGE",8.11,39896,None,""
2019-12-02,"Point of Sale - Interac RETAIL PURCHASE 933614655187 POPEYES #13330",65.88,35722,None,""
2019-12-02,"Point of Sale - Interac RETAIL PURCHASE 000001038009 Fas Gas SOUTHSI",79.00,35724,None,""
2019-12-02,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 2C92",80.00,35725,None,""
2019-12-02,"Point of Sale - Interac RETAIL PURCHASE 000001823004 Fas Gas SOUTHSI",64.00,35726,None,""
2019-12-02,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1A66",60.00,35728,None,""
2019-12-02,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE WWW.1AND1.COM 933617352060 19.98 USD @ 1.364865",27.27,39887,None,""
2019-12-02,"Point of Sale - Interac RETAIL PURCHASE 000001001287 DR. DEAN M. WIL",135.00,39889,None,""
2019-12-02,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",202.75,39893,None,""
2019-12-03,"CHEQUE 34461684 1",3742.40,34892,None,""
2019-12-03,"Point of Sale - Interac RETAIL PURCHASE 000001220086 Fas Gas PENHOLD",16.49,39880,None,""
2019-12-03,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",2100.00,39881,None,""
2019-12-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 933764752607 155.00 USD @ 1.364452",211.49,39883,None,""
2019-12-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 933765434990 75.00 USD @ 1.364533",102.34,39884,None,""
2019-12-04,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",700.00,39873,None,""
2019-12-05,"Branch Transaction WITHDRAWAL 03239 GAETZ AVE & 67TH ST BANKING CE",700.00,34885,None,""
2019-12-05,"Automated Banking Machine ATM WITHDRAWAL ST ALBERT BANKING CTR 1D03",200.00,39869,None,""
2019-12-06,"Point of Sale - Interac RETAIL PURCHASE 000001742008 Fas Gas SOUTHSI",52.00,39864,None,""
2019-12-09,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",1000.00,39845,None,""
2019-12-09,"Point of Sale - Interac RETAIL PURCHASE 934314793273 THE PHONE EXPER",218.40,39846,None,""
2019-12-11,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 2C92",100.00,39839,None,""
2019-12-11,"Point of Sale - Interac RETAIL PURCHASE 000001928246 SAFEWAY #8877",32.04,39841,None,""
2019-12-11,"Automated Banking Machine ATM WITHDRAWAL CLEARVIEW BKNG CTR 1A0N",100.00,39842,None,""
2019-12-12,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",342.75,39830,None,""
2019-12-12,"Point of Sale - Interac RETAIL PURCHASE 000001365040 RUN'N ON EMPTY",45.00,39831,None,""
2019-12-12,"Point of Sale - Interac RETAIL PURCHASE 000001559164 CEN AB CO-OP TA",40.00,39833,None,""
2019-12-12,"Point of Sale - Interac RETAIL PURCHASE 000078013514 BUSTERS PIZZA",40.68,39834,None,""
2019-12-13,"Automated Banking Machine ATM WITHDRAWAL INTERAC/CGI SCD 1004",63.15,39822,None,""
2019-12-13,"Point of Sale - Interac RETAIL PURCHASE 934715691811 SUBWAY # 05532",28.87,39823,None,""
2019-12-13,"Point of Sale - Interac RETAIL PURCHASE 000001478071 22720 MAC'S CON",16.12,39825,None,""
2019-12-13,"Point of Sale - Interac RETAIL PURCHASE 934610470305 TIM HORTONS #27",15.18,39826,None,""
2019-12-13,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",40.00,39828,None,""
2019-12-16,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",40.00,35709,None,""
2019-12-16,"Point of Sale - Interac RETAIL PURCHASE 000001363049 SHOPPERS DRUG M",114.27,35711,None,""
2019-12-16,"Point of Sale - Interac RETAIL PURCHASE 934913620198 SOBEYS #5175",78.80,35712,None,""
2019-12-16,"Point of Sale - Interac RETAIL PURCHASE 000001035097 Fas Gas SOUTHSI",5.76,35715,None,""
2019-12-16,"Point of Sale - Interac RETAIL PURCHASE 000001092040 Fas Gas SOUTHSI",34.00,35716,None,""
2019-12-16,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",63.00,35717,None,""
2019-12-16,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",42.75,35719,None,""
2019-12-16,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",600.00,39805,None,""
2019-12-16,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",3000.00,39806,None,""
2019-12-16,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",3000.00,39807,None,""
2019-12-17,"Point of Sale - Interac RETAIL PURCHASE 000001224009 LIQUOR 7 RED DE",13.60,39803,None,""
2019-12-17,"Point of Sale - Interac RETAIL PURCHASE 935019194830 TIM HORTONS #25",4.32,39804,None,""
2019-12-19,"Point of Sale - Interac RETAIL PURCHASE 935214502889 TIM HORTONS #27",8.27,39792,None,""
2019-12-19,"Point of Sale - Interac RETAIL PURCHASE 000001001930 STAPLES#285",20.98,39793,None,""
2019-12-19,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *48 935331792994",452.56,39795,None,""
2019-12-19,"Point of Sale - Interac RETAIL PURCHASE 935209325663 TIM HORTONS #27",13.41,39796,None,""
2019-12-20,"Point of Sale - Interac RETAIL PURCHASE 000001853038 Fas Gas SOUTHSI",130.02,39788,None,""
2019-12-23,"Point of Sale - Interac RETAIL PURCHASE 000001001370 CANADIAN TIRE #",73.49,35693,None,""
2019-12-23,"Point of Sale - Interac RETAIL PURCHASE 000001664165 22564 MACS CONV",16.51,35695,None,""
2019-12-23,"Point of Sale - Interac RETAIL PURCHASE 000001888014 Fas Gas WESTPAR",89.00,35698,None,""
2019-12-23,"Point of Sale - Interac RETAIL PURCHASE 246001001055 REAL CDN SUPERS",462.67,35699,None,""
2019-12-23,"Point of Sale - Interac RETAIL PURCHASE 000001764002 Fas Gas SOUTHSI",113.00,35700,None,""
2019-12-23,"Point of Sale - Interac RETAIL PURCHASE 752001001011 RED DEER REGIST",24.45,39768,None,""
2019-12-23,"Point of Sale - Interac RETAIL PURCHASE 000001001470 TOKYO EXPRESS",23.79,39780,None,""
2019-12-24,"Point of Sale - Interac RETAIL PURCHASE 000001001459 AIR-SERV PETRO",1.50,39763,None,""
2019-12-27,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,39753,None,""
2019-12-30,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",63.00,35682,None,""
2019-12-30,"Point of Sale - Interac RETAIL PURCHASE 000001452052 SAFEWAY #8877",194.50,35684,None,""
2019-12-30,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",200.00,35685,None,""
2019-12-30,"Point of Sale - Interac RETAIL PURCHASE 755001001017 RED DEER REGIST",597.00,39744,None,""
2019-12-30,"Point of Sale - Interac RETAIL PURCHASE 000001001411 THE CITY OF RED",40.00,39745,None,""
2019-12-30,"Point of Sale - Interac RETAIL PURCHASE 000001001408 THE CITY OF RED",600.00,39747,None,""
2019-12-31,"Point of Sale - Interac RETAIL PURCHASE 000001825048 Fas Gas SOUTHSI",128.25,39731,None,""
2019-12-31,"Point of Sale - Interac RETAIL PURCHASE 000001321021 Fas Gas SOUTHSI",131.00,39732,None,""
2019-12-31,"Point of Sale - Interac RETAIL PURCHASE 000001536028 Fas Gas SOUTHSI",27.04,39733,None,""
2019-12-31,"Point of Sale - Interac RETAIL PURCHASE 000001015004 Fas Gas ROSS ST",30.00,39734,None,""
2019-12-31,"Point of Sale - Interac RETAIL PURCHASE 000001155328 PLENTY OF LIQUO",38.30,39735,None,""
2019-12-31,"Point of Sale - Interac RETAIL PURCHASE 000001155326 PLENTY OF LIQUO",44.00,39737,None,""
2019-12-31,"Point of Sale - Interac RETAIL PURCHASE 000001078493 PLENTY OF LIQUO",184.07,39739,None,""
