Payment ID,Payment Date,Account Number,Reserve Number,Payment Method,Amount,Check Number,Square Transaction ID,Notes,Client Name
36474,2012-06-01,,,cash,759.00,,,[LMS Deposit 0006074] 434934 / Visa,
36511,2012-06-01,,,cash,480.00,,,[LMS Deposit 0006112] AE / Cash,
36535,2012-06-01,,,cash,348.50,,,[LMS Deposit 0006136] MR / Cash,
36537,2012-06-01,,,cash,635.00,,,[LMS Deposit 0006138] 12571b / Visa,
36834,2012-06-01,,,cash,713.54,,,[LMS Deposit 0006448] AE Collected / Cash,
36358,2012-06-02,,,cash,0.01,,,[LMS Deposit 0005956] Mr / Trade,
36359,2012-06-02,,,cash,470.00,,,[LMS Deposit 0005957] PM / Cash,
36400,2012-06-02,,,credit_card,231.00,,,[LMS Deposit 0005999] 155169 / American Express,
36402,2012-06-02,,,cash,86.25,,,[LMS Deposit 0006001] 000830 / Master Card,
36428,2012-06-02,,,cash,82.50,,,[LMS Deposit 0006027] 087403 / Visa,
36461,2012-06-02,,,cash,260.00,,,[LMS Deposit 0006061] PR / Trade,
36463,2012-06-02,,,cash,1092.50,,,[LMS Deposit 0006063] 096130 / Visa,
36464,2012-06-02,,,cash,17.18,,,[LMS Deposit 0006064] DR / Cash,
36465,2012-06-02,,,credit_card,10.00,,,[LMS Deposit 0006065] 166426 / American Express,
36466,2012-06-02,,,cash,414.32,,,[LMS Deposit 0006066] 003701 / Master Card,
36469,2012-06-02,,,cash,800.38,,,[LMS Deposit 0006069] 067757 / Visa,
36507,2012-06-02,,,cash,633.50,,,[LMS Deposit 0006108] Pm / CASH,
36527,2012-06-02,,,cash,629.39,,,[LMS Deposit 0006128] AE Collected / Cash,
36459,2012-06-03,,,cash,950.00,,,[LMS Deposit 0006059] 04423z / Master Card,
36460,2012-06-03,,,cash,150.00,,,[LMS Deposit 0006060] 04432z / Master Card,
36508,2012-06-03,,,cash,788.00,,,[LMS Deposit 0006109] 03323z / Master Card,
36390,2012-06-04,,,cash,487.50,,,[LMS Deposit 0005989] 004208 / Master Card,
36397,2012-06-04,,,cash,1560.00,,,[LMS Deposit 0005996] 091198 / Visa,
36398,2012-06-04,,,cash,75.00,,,[LMS Deposit 0005997] 037279 / Visa,
36414,2012-06-04,,,cash,175.00,,,[LMS Deposit 0006013] 057705 / Visa,
36415,2012-06-04,,,cash,500.00,,,[LMS Deposit 0006014] 020783 / Visa,
36413,2012-06-05,,,cash,500.00,,,[LMS Deposit 0006012] 073910 / Visa,
36404,2012-06-06,,,cash,210.00,,,[LMS Deposit 0006003] MR / Cash,
36410,2012-06-06,,,cash,205.00,,,[LMS Deposit 0006009] 080348 / Master Card,
36405,2012-06-07,,,cash,500.00,,,[LMS Deposit 0006004]  / Cash,
36406,2012-06-07,,,cash,385.00,,,[LMS Deposit 0006005] 077485 / Visa,
36407,2012-06-07,,,cash,385.00,,,[LMS Deposit 0006006] 077485 / Visa,
36409,2012-06-07,,,cash,183.25,,,[LMS Deposit 0006008] 074965 / Visa,
36411,2012-06-07,,,cash,500.00,,,[LMS Deposit 0006010] 015173 / Master Card,
36458,2012-06-07,,,cash,526.00,,,[LMS Deposit 0006058] MR / Cash,
36408,2012-06-08,,,cash,205.00,,,[LMS Deposit 0006007] 008464 / Master Card,
36412,2012-06-08,,,cash,250.00,,,[LMS Deposit 0006011] 028168 / Master Card,
36425,2012-06-08,,,cash,0.01,,,[LMS Deposit 0006024] PR / Trade,
36432,2012-06-08,,,cash,1125.50,,,[LMS Deposit 0006031] JS / Cash,
36437,2012-06-08,,,cash,240.00,,,[LMS Deposit 0006036] MR / Cash,
36513,2012-06-08,,,cash,488.00,,,[LMS Deposit 0006114] 008481 / Master Card,
36514,2012-06-08,,,cash,385.00,,,[LMS Deposit 0006115] 00937 / Master Card,
36544,2012-06-08,,,cash,409.98,,,[LMS Deposit 0006145]  / Cash,
36426,2012-06-09,,,cash,294.00,,,[LMS Deposit 0006025]  / Cash,
36431,2012-06-09,,,cash,240.00,,,[LMS Deposit 0006030] 048576 / Debit Cards,
36434,2012-06-09,,,cash,358.00,,,[LMS Deposit 0006033] MR / Cash,
36449,2012-06-09,,,cash,590.00,,,[LMS Deposit 0006049] 009997 / Master Card,
36484,2012-06-09,,,cash,471.00,,,[LMS Deposit 0006085] 013862 / Visa,
36512,2012-06-09,,,cash,175.00,,,[LMS Deposit 0006113] 009546 / Master Card,
36571,2012-06-09,,,cash,455.00,,,[LMS Deposit 0006172] 009603 / Master Card,
36433,2012-06-10,,,cash,150.00,,,[LMS Deposit 0006032] MR / Cash,
36457,2012-06-10,,,cash,361.86,,,[LMS Deposit 0006057] 18313b / Master Card,
36520,2012-06-10,,,cash,603.00,,,[LMS Deposit 0006121]  / Cash,
36427,2012-06-11,,,cash,78.75,,,[LMS Deposit 0006026] 035198 / Visa,
36430,2012-06-11,,,cash,262.50,,,[LMS Deposit 0006029] 088075 / Visa,
36435,2012-06-11,,,cash,82.50,,,[LMS Deposit 0006034] 097214 / Visa,
36436,2012-06-11,,,cash,82.50,,,[LMS Deposit 0006035] 002054 / Visa,
36438,2012-06-11,,,cash,1155.00,,,[LMS Deposit 0006037] 077048 / Visa,
36475,2012-06-11,,,cash,572.50,,,[LMS Deposit 0006075] 038258 / Visa,
36439,2012-06-12,,,cash,205.00,,,[LMS Deposit 0006038] 042450 / Visa,
36443,2012-06-12,,,cash,487.50,,,[LMS Deposit 0006042] 012418 / Master Card,
36445,2012-06-12,,,cash,500.00,,,[LMS Deposit 0006044] 11464b / Master Card,
36446,2012-06-12,,,cash,205.00,,,[LMS Deposit 0006045] 074376 / Visa,
36519,2012-06-12,,,cash,345.00,,,[LMS Deposit 0006120]  / Cash,
36679,2012-06-12,,,cash,252.00,,,[LMS Deposit 0006286] Double Charged Last / Visa,
36447,2012-06-13,,,cash,252.00,,,[LMS Deposit 0006046] Printer Failure / Debit Cards,
36470,2012-06-13,,,cash,742.50,,,[LMS Deposit 0006070]  / Cash,
36448,2012-06-15,,,cash,500.00,,,[LMS Deposit 0006048] 077956 / Visa,
36450,2012-06-15,,,cash,0.01,,,[LMS Deposit 0006050] MR / Trade,
36451,2012-06-15,,,cash,0.01,,,[LMS Deposit 0006051] MR / Trade,
36452,2012-06-15,,,cash,165.00,,,[LMS Deposit 0006052]  / Cash,
36517,2012-06-15,,,cash,175.00,,,[LMS Deposit 0006118] 01521b / Master Card,
36564,2012-06-15,,,cash,175.00,,,[LMS Deposit 0006165] 095130 / Visa,
53092,2012-06-15,903990106011,,bank_transfer,-300.00,,,QBO Import: TRANSFER TO | Debit Memo,
53662,2012-06-15,903990106011,,bank_transfer,-300.00,,,QBO Import: TRANSFER TO | Debit Memo,
36454,2012-06-16,,,cash,200.00,,,[LMS Deposit 0006054] MR / Cash,
36516,2012-06-16,,,cash,235.75,,,[LMS Deposit 0006117] 6812 / Master Card,
36518,2012-06-16,,,cash,264.26,,,[LMS Deposit 0006119] 01694b / Master Card,
36523,2012-06-16,,,credit_card,250.00,,,[LMS Deposit 0006124] 580044 / American Express,
36524,2012-06-16,,,cash,1724.00,,,[LMS Deposit 0006125] Taken By PR / Cash,
36525,2012-06-16,,,cash,1150.80,,,[LMS Deposit 0006126] 096822 / Visa,
36526,2012-06-16,,,cash,335.26,,,[LMS Deposit 0006127] AE Collected / Cash,
36547,2012-06-16,,,cash,916.25,,,[LMS Deposit 0006148]  / Cash,
36549,2012-06-16,,,cash,367.40,,,[LMS Deposit 0006150] 045667 / Visa,
36551,2012-06-16,,,cash,0.01,,,[LMS Deposit 0006152]  / Cash,
36453,2012-06-17,,,cash,520.63,,,[LMS Deposit 0006053] MR / Cash,
36504,2012-06-17,,,cash,881.00,,,[LMS Deposit 0006105] 039815 / Visa,
36505,2012-06-17,,,cash,105.00,,,[LMS Deposit 0006106] 02215z / Master Card,
36506,2012-06-17,,,cash,263.00,,,[LMS Deposit 0006107] 03315b / Master Card,
36548,2012-06-17,,,cash,150.00,,,[LMS Deposit 0006149] 017917 / Master Card,
36550,2012-06-17,,,cash,49.80,,,[LMS Deposit 0006151]  / Cash,
36455,2012-06-18,,,cash,82.50,,,[LMS Deposit 0006055] 046942 / Visa,
36456,2012-06-18,,,cash,82.50,,,[LMS Deposit 0006056] 045900 / Visa,
36467,2012-06-18,,,cash,500.00,,,[LMS Deposit 0006067] 466482 / Visa,
36468,2012-06-18,,,cash,0.01,,,[LMS Deposit 0006068] Mr / Trade,
36472,2012-06-18,,,cash,485.00,,,[LMS Deposit 0006072] MR / Cash,
36473,2012-06-18,,,cash,750.00,,,[LMS Deposit 0006073] R08122 / Master Card,
36476,2012-06-19,,,cash,100.00,,,[LMS Deposit 0006077] 093748 / Visa,
36477,2012-06-19,,,cash,288.74,,,[LMS Deposit 0006078] 006367 / Visa,
36478,2012-06-19,,,cash,288.74,,,[LMS Deposit 0006079] 020370 / Visa,
36489,2012-06-20,,,cash,210.00,,,[LMS Deposit 0006090] R03736 / Master Card,
36616,2012-06-20,,,cash,250.00,,,[LMS Deposit 0006218] 020147 / Master Card,
53089,2012-06-20,903990106011,,bank_transfer,-7.50,,,QBO Import: MONEY ORDER PURCHASE | Service Charge,
53090,2012-06-20,903990106011,,bank_transfer,-750.00,,,QBO Import: MONEY ORDER PURCHASE | Debit Memo,
53091,2012-06-20,903990106011,,cash,770.00,,,QBO Import: Deposit | Deposit,
53659,2012-06-20,903990106011,,bank_transfer,-7.50,,,QBO Import: MONEY ORDER PURCHASE | Service Charge,
53660,2012-06-20,903990106011,,bank_transfer,-750.00,,,QBO Import: MONEY ORDER PURCHASE | Debit Memo,
53661,2012-06-20,903990106011,,cash,770.00,,,QBO Import: Deposit | Deposit,
36483,2012-06-21,,,cash,205.00,,,[LMS Deposit 0006084] 031965 / Visa,
36521,2012-06-21,,,cash,250.00,,,[LMS Deposit 0006122] 096228 / Master Card,
36615,2012-06-21,,,cash,205.00,,,[LMS Deposit 0006217] 021383 / Master Card,
53088,2012-06-21,903990106011,,credit_card,460.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53658,2012-06-21,903990106011,,credit_card,460.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
36479,2012-06-22,,,cash,105.00,,,[LMS Deposit 0006080] 078674 / Visa,
36480,2012-06-22,,,cash,136.37,,,[LMS Deposit 0006081]  / Cash,
36481,2012-06-22,,,cash,820.00,,,[LMS Deposit 0006082] 047188 / Visa,
36482,2012-06-22,,,cash,175.00,,,[LMS Deposit 0006083] 732629 / Debit Cards,
36485,2012-06-22,,,cash,220.00,,,[LMS Deposit 0006086] PR / Cash,
36486,2012-06-22,,,cash,82.50,,,[LMS Deposit 0006087] 064308 / Visa,
36488,2012-06-22,,,cash,1725.00,,,[LMS Deposit 0006089] R04774 / Master Card,
36497,2012-06-22,,,cash,300.00,,,[LMS Deposit 0006098] A51746 / Master Card,
36498,2012-06-22,,,cash,585.00,,,[LMS Deposit 0006099]  / Cash,
36499,2012-06-22,,,cash,968.39,,,[LMS Deposit 0006100]  / Cash,
36522,2012-06-22,,,credit_card,250.00,,,[LMS Deposit 0006123] 528855 / American Express,
36530,2012-06-22,,,cash,1000.00,,,[LMS Deposit 0006131] Cibc / Interac E Transfer,
53084,2012-06-22,903990106011,,bank_transfer,-66.01,,,QBO Import: CENTEX DEERPARK(C-STOR   RED D | POS Purchase,
53085,2012-06-22,903990106011,,bank_transfer,-41.00,,,QBO Import: MOHAWK RED DEER #4320    RED D | POS Purchase,
53086,2012-06-22,903990106011,,bank_transfer,-400.00,,,QBO Import: ABM Withdrawal | ABM Withdrawal,
53087,2012-06-22,903990106011,,credit_card,455.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53654,2012-06-22,903990106011,,bank_transfer,-66.01,,,QBO Import: CENTEX DEERPARK(C-STOR   RED D | POS Purchase,
53655,2012-06-22,903990106011,,bank_transfer,-41.00,,,QBO Import: MOHAWK RED DEER #4320    RED D | POS Purchase,
53656,2012-06-22,903990106011,,bank_transfer,-400.00,,,QBO Import: ABM Withdrawal | ABM Withdrawal,
53657,2012-06-22,903990106011,,credit_card,455.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
36490,2012-06-23,,,cash,593.00,,,[LMS Deposit 0006091] 037014 / Master Card,
36502,2012-06-23,,,cash,286.00,,,[LMS Deposit 0006103] 04651b / Master Card,
36503,2012-06-23,,,cash,523.90,,,[LMS Deposit 0006104] 079623 / Visa,
36559,2012-06-23,,,cash,500.00,,,[LMS Deposit 0006160] MR / Cash,
36562,2012-06-23,,,cash,435.00,,,[LMS Deposit 0006163] 053065 / Visa,
36572,2012-06-23,,,cash,320.25,,,[LMS Deposit 0006173]  / Cash,
36494,2012-06-24,,,cash,552.00,,,[LMS Deposit 0006095]  / Cash,
36495,2012-06-24,,,cash,204.75,,,[LMS Deposit 0006096]  / Cash,
36496,2012-06-24,,,cash,540.00,,,[LMS Deposit 0006097] 171459 / Master Card,
36573,2012-06-24,,,cash,653.00,,,[LMS Deposit 0006174]  / Cash,
36491,2012-06-25,,,cash,252.02,,,[LMS Deposit 0006092]  / Cash,
36492,2012-06-25,,,cash,57.76,,,[LMS Deposit 0006093]  / Cash,
36493,2012-06-25,,,cash,175.00,,,[LMS Deposit 0006094] 09925z / Master Card,
36500,2012-06-25,,,cash,0.01,,,[LMS Deposit 0006101]  / Cash,
36501,2012-06-25,,,cash,1485.67,,,[LMS Deposit 0006102] 04651b / Master Card,
53074,2012-06-25,903990106011,,bank_transfer,-328.12,,,QBO Import: CENTEX DEERPARK(C-STOR   RED D | POS Purchase,
53075,2012-06-25,903990106011,,bank_transfer,-20.42,,,QBO Import: RED DEER PL GRCRY  QPE   RED D | POS Purchase,
53076,2012-06-25,903990106011,,bank_transfer,-25.89,,,QBO Import: 604 - LB 67TH ST.        RED D | POS Purchase,
53077,2012-06-25,903990106011,,bank_transfer,-56.50,,,QBO Import: CENTEX DEERPARK(C-STOR   RED D | POS Purchase,
53078,2012-06-25,903990106011,,bank_transfer,-34.10,,,QBO Import: MOHAWK RED DEER #4320    RED D | POS Purchase,
53079,2012-06-25,903990106011,,bank_transfer,-38.84,,,QBO Import: BEST BUY #960            RED D | POS Purchase,
53080,2012-06-25,903990106011,,credit_card,2025.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53081,2012-06-25,903990106011,,credit_card,187.50,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53082,2012-06-25,903990106011,,credit_card,402.25,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53083,2012-06-25,903990106011,,credit_card,1133.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53644,2012-06-25,903990106011,,bank_transfer,-328.12,,,QBO Import: CENTEX DEERPARK(C-STOR   RED D | POS Purchase,
53645,2012-06-25,903990106011,,bank_transfer,-20.42,,,QBO Import: RED DEER PL GRCRY  QPE   RED D | POS Purchase,
53646,2012-06-25,903990106011,,bank_transfer,-25.89,,,QBO Import: 604 - LB 67TH ST.        RED D | POS Purchase,
53647,2012-06-25,903990106011,,bank_transfer,-56.50,,,QBO Import: CENTEX DEERPARK(C-STOR   RED D | POS Purchase,
53648,2012-06-25,903990106011,,bank_transfer,-34.10,,,QBO Import: MOHAWK RED DEER #4320    RED D | POS Purchase,
53649,2012-06-25,903990106011,,bank_transfer,-38.84,,,QBO Import: BEST BUY #960            RED D | POS Purchase,
53650,2012-06-25,903990106011,,credit_card,2025.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53651,2012-06-25,903990106011,,credit_card,187.50,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53652,2012-06-25,903990106011,,credit_card,402.25,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53653,2012-06-25,903990106011,,credit_card,1133.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
36509,2012-06-26,,,cash,420.00,,,[LMS Deposit 0006110] 066113 / Master Card,
36528,2012-06-26,,,cash,0.01,,,[LMS Deposit 0006129]  / ,
36529,2012-06-26,,,cash,0.01,,,[LMS Deposit 0006130]  / ,
53073,2012-06-26,903990106011,,credit_card,241.25,,,QBO Import: AMEX BANK OF CANADA | Miscellaneous Payment,
53643,2012-06-26,903990106011,,credit_card,241.25,,,QBO Import: AMEX BANK OF CANADA | Miscellaneous Payment,
36531,2012-06-27,,,cash,845.50,,,[LMS Deposit 0006132] 038619 / Visa,
36532,2012-06-27,,,cash,198.44,,,[LMS Deposit 0006133] 026569 / Visa,
36538,2012-06-27,,,cash,301.25,,,[LMS Deposit 0006139] 566780 / Debit Cards,
36539,2012-06-27,,,cash,540.00,,,[LMS Deposit 0006140] 232922 / Master Card,
36545,2012-06-27,,,cash,250.00,,,[LMS Deposit 0006146]  / Visa,
36546,2012-06-27,,,cash,9.31,,,[LMS Deposit 0006147]  / Cash,
36558,2012-06-27,,,cash,278.75,,,[LMS Deposit 0006159] 063329 / Visa,
36560,2012-06-27,,,cash,82.50,,,[LMS Deposit 0006161] 085126 / Visa,
36636,2012-06-27,,,cash,180.00,,,[LMS Deposit 0006238] 061411 / Master Card,
53072,2012-06-27,903990106011,,bank_transfer,-57.00,,,QBO Import: CENTEX DEERPARK(C-STOR   RED D | POS Purchase,
53642,2012-06-27,903990106011,,bank_transfer,-57.00,,,QBO Import: CENTEX DEERPARK(C-STOR   RED D | POS Purchase,
36533,2012-06-28,,,cash,906.00,,,[LMS Deposit 0006134] 001 / Check,
53071,2012-06-28,903990106011,,credit_card,1095.50,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53641,2012-06-28,903990106011,,credit_card,1095.50,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
36540,2012-06-29,,,cash,192.50,,,[LMS Deposit 0006141]  / Cash,
36541,2012-06-29,,,cash,196.50,,,[LMS Deposit 0006142]  / Cash,
36542,2012-06-29,,,cash,181.50,,,[LMS Deposit 0006143]  / Cash,
36565,2012-06-29,,,cash,200.00,,,[LMS Deposit 0006166] MR / Cash,
36566,2012-06-29,,,cash,567.00,,,[LMS Deposit 0006167] 459639 / Visa,
36580,2012-06-29,,,cash,200.00,,,[LMS Deposit 0006181] 19061z / Master Card,
53069,2012-06-29,903990106011,,bank_transfer,-112.50,,,QBO Import: Service Charge | Service Charge,
53070,2012-06-29,903990106011,,bank_transfer,-2500.00,,,QBO Import: OTHER | Debit Memo,
53639,2012-06-29,903990106011,,bank_transfer,-112.50,,,QBO Import: Service Charge | Service Charge,
53640,2012-06-29,903990106011,,bank_transfer,-2500.00,,,QBO Import: OTHER | Debit Memo,
36552,2012-06-30,,,cash,245.00,,,[LMS Deposit 0006153] 00729z / Master Card,
36553,2012-06-30,,,cash,600.60,,,[LMS Deposit 0006154]  / Cash,
36554,2012-06-30,,,cash,210.00,,,[LMS Deposit 0006155]  / Cash,
36574,2012-06-30,,,cash,1657.18,,,[LMS Deposit 0006175] 071433 / Visa,
36575,2012-06-30,,,cash,5.00,,,[LMS Deposit 0006176] DR26 Collected / Cash,
36555,2012-07-01,,,cash,1187.85,,,[LMS Deposit 0006156]  / Cash,
36569,2012-07-01,,,cash,460.10,,,[LMS Deposit 0006170] 00929016 / Debit Cards,
36556,2012-07-02,,,cash,385.00,,,[LMS Deposit 0006157]  / Cash,
36557,2012-07-02,,,cash,0.02,,,[LMS Deposit 0006158] Mr / Trade,
36563,2012-07-02,,,cash,260.23,,,[LMS Deposit 0006164]  / Cash,
36567,2012-07-02,,,cash,30.00,,,[LMS Deposit 0006168] 410047 / Visa,
36568,2012-07-02,,,cash,82.50,,,[LMS Deposit 0006169] 032552 / Visa,
36570,2012-07-02,,,cash,183.40,,,[LMS Deposit 0006171]  / Cash,
36576,2012-07-02,,,cash,893.75,,,[LMS Deposit 0006177] 056713 / Visa,
36577,2012-07-02,,,cash,270.00,,,[LMS Deposit 0006178]  / Visa,
36617,2012-07-02,,,cash,205.00,,,[LMS Deposit 0006219] 067712 / Visa,
36578,2012-07-03,,,cash,205.00,,,[LMS Deposit 0006179] 063273 / Master Card,
36579,2012-07-03,,,cash,175.00,,,[LMS Deposit 0006180] 013585b / Master Card,
36581,2012-07-03,,,cash,402.50,,,[LMS Deposit 0006182] 144759 / Master Card,
36582,2012-07-03,,,cash,175.00,,,[LMS Deposit 0006183] 003152 / Master Card,
36583,2012-07-03,,,cash,410.00,,,[LMS Deposit 0006184] 096484 / Visa,
36584,2012-07-03,,,cash,200.00,,,[LMS Deposit 0006185] Collected By Mansell / Cash,
53062,2012-07-03,903990106011,,bank_transfer,-120.43,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Debit,
53063,2012-07-03,903990106011,,bank_transfer,-480.47,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Debit,
53064,2012-07-03,903990106011,,credit_card,270.00,,,QBO Import: 087384700019   00001 DEBITCD D | Merchant Deposit Credit,
53065,2012-07-03,903990106011,,credit_card,258.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53066,2012-07-03,903990106011,,credit_card,567.00,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53067,2012-07-03,903990106011,,credit_card,1211.25,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53068,2012-07-03,903990106011,,credit_card,245.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53632,2012-07-03,903990106011,,bank_transfer,-120.43,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Debit,
53633,2012-07-03,903990106011,,bank_transfer,-480.47,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Debit,
53634,2012-07-03,903990106011,,credit_card,270.00,,,QBO Import: 087384700019   00001 DEBITCD D | Merchant Deposit Credit,
53635,2012-07-03,903990106011,,credit_card,258.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53636,2012-07-03,903990106011,,credit_card,567.00,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53637,2012-07-03,903990106011,,credit_card,1211.25,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53638,2012-07-03,903990106011,,credit_card,245.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
36586,2012-07-04,,,cash,200.00,,,[LMS Deposit 0006187] 029745 / Visa,
36588,2012-07-04,,,cash,0.01,,,[LMS Deposit 0006189]  / ,
36592,2012-07-04,,,cash,270.00,,,[LMS Deposit 0006193] 154100 / Visa,
53060,2012-07-04,903990106011,,bank_transfer,-7000.00,,,QBO Import: OTHER | Debit Memo,
53061,2012-07-04,903990106011,,credit_card,957.50,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53630,2012-07-04,903990106011,,bank_transfer,-7000.00,,,QBO Import: OTHER | Debit Memo,
53631,2012-07-04,903990106011,,credit_card,957.50,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
36589,2012-07-05,,,cash,952.50,,,[LMS Deposit 0006190] 130103 / Master Card,
36590,2012-07-05,,,cash,156.00,,,[LMS Deposit 0006191] 15372b / Master Card,
36591,2012-07-05,,,cash,388.79,,,[LMS Deposit 0006192] 006886 Liquor Order / Visa,
36593,2012-07-05,,,cash,0.01,,,[LMS Deposit 0006194]  / ,
53059,2012-07-05,903990106011,,credit_card,205.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53629,2012-07-05,903990106011,,credit_card,205.00,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
36594,2012-07-06,,,cash,1975.00,,,[LMS Deposit 0006195] 57 Austin Dr PR / Cash,
36595,2012-07-06,,,cash,1348.00,,,[LMS Deposit 0006196]  / Cash,
36596,2012-07-06,,,cash,567.43,,,[LMS Deposit 0006197]  / Cash,
36602,2012-07-06,,,cash,435.00,,,[LMS Deposit 0006204] 22453B / Master Card,
36632,2012-07-06,,,cash,921.38,,,[LMS Deposit 0006234] 088 / Check,
36764,2012-07-06,,,cash,189.75,,,[LMS Deposit 0006374] 000990 / Visa,
36778,2012-07-06,,,cash,680.00,,,[LMS Deposit 0006388] 029384 / Visa,
53057,2012-07-06,903990106011,,bank_transfer,-138.96,,,QBO Import: D+H | Customer Cheques,
53058,2012-07-06,903990106011,,credit_card,1743.50,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
53627,2012-07-06,903990106011,,bank_transfer,-138.96,,,QBO Import: D+H | Customer Cheques,
53628,2012-07-06,903990106011,,credit_card,1743.50,,,QBO Import: 097384700019   00001 MCARD | Merchant Deposit Credit,
36599,2012-07-07,,,cash,136.92,,,[LMS Deposit 0006201] 093378 / Visa,
36600,2012-07-07,,,cash,542.18,,,[LMS Deposit 0006202] Collected By Jeannie / Cash,
36603,2012-07-07,,,cash,616.75,,,[LMS Deposit 0006205] Collected By Dale / Cash,
36605,2012-07-07,,,cash,40.01,,,[LMS Deposit 0006207] Collected By Dale / Cash,
36611,2012-07-07,,,cash,861.70,,,[LMS Deposit 0006213] 087282 / Master Card,
36656,2012-07-07,,,cash,1300.00,,,[LMS Deposit 0006260] Collected By Mansell / Cash,
36657,2012-07-07,,,cash,200.00,,,[LMS Deposit 0006261] 050122 / Debit Cards,
36598,2012-07-08,,,cash,268.13,,,[LMS Deposit 0006200] Collected By Jeannie / Cash,
36661,2012-07-08,,,cash,125.00,,,[LMS Deposit 0006265] 036416 / Visa,
36597,2012-07-09,,,cash,262.50,,,[LMS Deposit 0006199] 032640 / Visa,
53049,2012-07-09,903990106011,,check,-1870.14,,,QBO Import: Cheque | Cheque,
53050,2012-07-09,903990106011,,bank_transfer,-300.25,,,QBO Import: MID-ALTA MOTORS LTD      RED D | POS Purchase,
53051,2012-07-09,903990106011,,bank_transfer,-79.39,,,QBO Import: CENTRATECH TECH SERVIC   RED D | POS Purchase,
53052,2012-07-09,903990106011,,bank_transfer,-52.65,,,QBO Import: MOHAWK RED DEER #4320    RED D | POS Purchase,
53053,2012-07-09,903990106011,,credit_card,654.79,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53054,2012-07-09,903990106011,,credit_card,660.10,,,QBO Import: 087384700019   00001 DEBITCD D | Merchant Deposit Credit,
53055,2012-07-09,903990106011,,credit_card,869.75,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53056,2012-07-09,903990106011,,credit_card,1782.18,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53619,2012-07-09,903990106011,,check,-1870.14,,,QBO Import: Cheque | Cheque,
53620,2012-07-09,903990106011,,bank_transfer,-300.25,,,QBO Import: MID-ALTA MOTORS LTD      RED D | POS Purchase,
53621,2012-07-09,903990106011,,bank_transfer,-79.39,,,QBO Import: CENTRATECH TECH SERVIC   RED D | POS Purchase,
53622,2012-07-09,903990106011,,bank_transfer,-52.65,,,QBO Import: MOHAWK RED DEER #4320    RED D | POS Purchase,
53623,2012-07-09,903990106011,,credit_card,654.79,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53624,2012-07-09,903990106011,,credit_card,660.10,,,QBO Import: 087384700019   00001 DEBITCD D | Merchant Deposit Credit,
53625,2012-07-09,903990106011,,credit_card,869.75,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53626,2012-07-09,903990106011,,credit_card,1782.18,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
36606,2012-07-10,,,credit_card,1155.00,,,[LMS Deposit 0006208] 165440 / American Express,
53048,2012-07-10,903990106011,,credit_card,762.50,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
53618,2012-07-10,903990106011,,credit_card,762.50,,,QBO Import: 087384700019   00001 VISA | Merchant Deposit Credit,
